id,store_id,modality,source_id,retailer,content,embedding_model,embedding_dim
products_SKU-USR-072-001,USR-072,products,SKU-USR-072-001,Best Buy,Store: USR-072 | SKU: SKU-USR-072-001 | Category: Beverages | Product: Cola 2-Liter Bottle | Description: Classic cola — promotional multipack available. | Attributes: value | Brand: national | Price tier: value | Unit price: 3.16 | Pack size: 1 lb | Aisle: Aisle 2–3 — Cooler & Shelf | Facings: 3 | Weekly units sold: 44 | Margin pct: 0.209 | In stock: True | Vendor: National Brands Co,text-embedding-3-large,3072
products_SKU-USR-072-002,USR-072,products,SKU-USR-072-002,Best Buy,Store: USR-072 | SKU: SKU-USR-072-002 | Category: Household | Product: Samsung Galaxy S26 Unlocked | Description: Mobile handset — carrier partnership bay. | Attributes: premium | Brand: national | Price tier: premium | Unit price: 74.33 | Pack size: 32 oz | Aisle: Aisle 15–17 — Household | Facings: 3 | Weekly units sold: 20 | Margin pct: 0.244 | In stock: True | Vendor: Regional Foods LLC,text-embedding-3-large,3072
products_SKU-USR-072-011,USR-072,products,SKU-USR-072-011,Best Buy,"Store: USR-072 | SKU: SKU-USR-072-011 | Category: Health & Beauty | Product: Organic Lip Balm 3-Pack | Description: Beeswax and coconut oil — USDA organic. | Attributes: organic,premium | Brand: national | Price tier: premium | Unit price: 57.9 | Pack size: 8 oz | Aisle: Aisle 18–22 — HBC | Facings: 2 | Weekly units sold: 14 | Margin pct: 0.176 | In stock: True | Vendor: Global Consumer Goods",text-embedding-3-large,3072
products_SKU-USR-074-003,USR-074,products,SKU-USR-074-003,Sam's Club,"Store: USR-074 | SKU: SKU-USR-074-003 | Category: Frozen | Product: Frozen Vegetable Stir-Fry Blend | Description: Broccoli, peppers, snap peas — steam in bag. | Attributes: value | Brand: regional | Price tier: value | Unit price: 11.56 | Pack size: 16 oz | Aisle: Aisle 23–25 — Freezer Bank | Facings: 6 | Weekly units sold: 48 | Margin pct: 0.137 | In stock: True | Vendor: Regional Foods LLC",text-embedding-3-large,3072
products_SKU-USR-074-004,USR-074,products,SKU-USR-074-004,Sam's Club,"Store: USR-074 | SKU: SKU-USR-074-004 | Category: Grocery | Product: Organic Whole Grain Bread | Description: Artisan loaf baked daily with organic whole wheat flour. | Attributes: organic,premium | Brand: national | Price tier: premium | Unit price: 66.64 | Pack size: 32 oz | Aisle: Aisle 4–12 — Center Store | Facings: 6 | Weekly units sold: 16 | Margin pct: 0.185 | In stock: True | Vendor: National Brands Co",text-embedding-3-large,3072
products_SKU-USR-076-001,USR-076,products,SKU-USR-076-001,H-E-B,Store: USR-076 | SKU: SKU-USR-076-001 | Category: Fresh Produce | Product: Bananas per lb | Description: Everyday fruit staple — ripen at home. | Attributes: value | Brand: regional | Price tier: value | Unit price: 5.18 | Pack size: 24 ct | Aisle: Produce Section — Front Perimeter | Facings: 3 | Weekly units sold: 49 | Margin pct: 0.154 | In stock: True | Vendor: Global Consumer Goods,text-embedding-3-large,3072
products_SKU-USR-076-004,USR-076,products,SKU-USR-076-004,H-E-B,Store: USR-076 | SKU: SKU-USR-076-004 | Category: Beverages | Product: Cold Brew Coffee Concentrate | Description: Ready-to-drink cold brew — premium arabica beans. | Attributes: premium | Brand: regional | Price tier: premium | Unit price: 42.23 | Pack size: 32 oz | Aisle: Aisle 2–3 — Cooler & Shelf | Facings: 1 | Weekly units sold: 18 | Margin pct: 0.093 | In stock: True | Vendor: Regional Foods LLC,text-embedding-3-large,3072
products_SKU-USR-076-005,USR-076,products,SKU-USR-076-005,H-E-B,"Store: USR-076 | SKU: SKU-USR-076-005 | Category: Dairy | Product: Plant-Based Oat Milk | Description: Barista blend oat milk — dairy-free alternative. | Attributes: premium,plant_based | Brand: national | Price tier: premium | Unit price: 10.4 | Pack size: 6-pack | Aisle: Aisle 1 — Cooler Wall | Facings: 4 | Weekly units sold: 19 | Margin pct: 0.151 | In stock: True | Vendor: Regional Foods LLC",text-embedding-3-large,3072
products_SKU-USR-076-007,USR-076,products,SKU-USR-076-007,H-E-B,Store: USR-076 | SKU: SKU-USR-076-007 | Category: Beverages | Product: Cola 2-Liter Bottle | Description: Classic cola — promotional multipack available. | Attributes: value | Brand: national | Price tier: value | Unit price: 9.3 | Pack size: 1 gallon | Aisle: Aisle 2–3 — Cooler & Shelf | Facings: 3 | Weekly units sold: 44 | Margin pct: 0.245 | In stock: True | Vendor: National Brands Co,text-embedding-3-large,3072
products_SKU-USR-076-015,USR-076,products,SKU-USR-076-015,H-E-B,"Store: USR-076 | SKU: SKU-USR-076-015 | Category: Fresh Produce | Product: Organic Baby Spinach 5oz | Description: Triple washed organic greens — salad ready. | Attributes: organic,premium | Brand: national | Price tier: premium | Unit price: 89.39 | Pack size: 10 oz | Aisle: Produce Section — Front Perimeter | Facings: 3 | Weekly units sold: 19 | Margin pct: 0.225 | In stock: True | Vendor: National Brands Co",text-embedding-3-large,3072
products_SKU-USR-077-017,USR-077,products,SKU-USR-077-017,Meijer,Store: USR-077 | SKU: SKU-USR-077-017 | Category: Dairy | Product: Farm Fresh 2% Milk Gallon | Description: Locally sourced milk — vitamin D fortified. | Attributes: value | Brand: national | Price tier: value | Unit price: 4.43 | Pack size: 24 ct | Aisle: Aisle 1 — Cooler Wall | Facings: 4 | Weekly units sold: 51 | Margin pct: 0.211 | In stock: True | Vendor: Regional Foods LLC,text-embedding-3-large,3072
products_SKU-USR-078-002,USR-078,products,SKU-USR-078-002,Safeway,Store: USR-078 | SKU: SKU-USR-078-002 | Category: Household | Product: Concentrated Laundry Detergent | Description: HE compatible — 64 load bottle. | Attributes: value | Brand: national | Price tier: value | Unit price: 5.24 | Pack size: 2-liter | Aisle: Aisle 15–17 — Household | Facings: 4 | Weekly units sold: 46 | Margin pct: 0.24 | In stock: True | Vendor: Regional Foods LLC,text-embedding-3-large,3072
products_SKU-USR-078-010,USR-078,products,SKU-USR-078-010,Safeway,Store: USR-078 | SKU: SKU-USR-078-010 | Category: Grocery | Product: Value White Bread | Description: Soft sandwich bread — family pack at everyday low price. | Attributes: value | Brand: regional | Price tier: value | Unit price: 3.52 | Pack size: 12 oz | Aisle: Aisle 4–12 — Center Store | Facings: 5 | Weekly units sold: 48 | Margin pct: 0.11 | In stock: True | Vendor: National Brands Co,text-embedding-3-large,3072
products_SKU-USR-078-011,USR-078,products,SKU-USR-078-011,Safeway,Store: USR-078 | SKU: SKU-USR-078-011 | Category: Dairy | Product: Farm Fresh 2% Milk Gallon | Description: Locally sourced milk — vitamin D fortified. | Attributes: value | Brand: regional | Price tier: value | Unit price: 12.35 | Pack size: 2-liter | Aisle: Aisle 1 — Cooler Wall | Facings: 3 | Weekly units sold: 45 | Margin pct: 0.231 | In stock: True | Vendor: Global Consumer Goods,text-embedding-3-large,3072
products_SKU-USR-079-007,USR-079,products,SKU-USR-079-007,Sprouts,Store: USR-079 | SKU: SKU-USR-079-007 | Category: Frozen | Product: Premium Ice Cream Pint | Description: Super-premium butterfat — limited edition flavor. | Attributes: premium | Brand: national | Price tier: premium | Unit price: 44.72 | Pack size: 10 oz | Aisle: Aisle 23–25 — Freezer Bank | Facings: 3 | Weekly units sold: 19 | Margin pct: 0.136 | In stock: True | Vendor: Regional Foods LLC,text-embedding-3-large,3072
products_SKU-USR-079-009,USR-079,products,SKU-USR-079-009,Sprouts,Store: USR-079 | SKU: SKU-USR-079-009 | Category: Household | Product: Concentrated Laundry Detergent | Description: HE compatible — 64 load bottle. | Attributes: value | Brand: regional | Price tier: value | Unit price: 2.86 | Pack size: 1 lb | Aisle: Aisle 15–17 — Household | Facings: 1 | Weekly units sold: 40 | Margin pct: 0.151 | In stock: True | Vendor: Global Consumer Goods,text-embedding-3-large,3072
products_SKU-USR-079-011,USR-079,products,SKU-USR-079-011,Sprouts,"Store: USR-079 | SKU: SKU-USR-079-011 | Category: Fresh Produce | Product: Organic Baby Spinach 5oz | Description: Triple washed organic greens — salad ready. | Attributes: organic,premium | Brand: national | Price tier: premium | Unit price: 31.8 | Pack size: 10 oz | Aisle: Produce Section — Front Perimeter | Facings: 3 | Weekly units sold: 18 | Margin pct: 0.129 | In stock: True | Vendor: Regional Foods LLC",text-embedding-3-large,3072
products_SKU-USR-079-014,USR-079,products,SKU-USR-079-014,Sprouts,"Store: USR-079 | SKU: SKU-USR-079-014 | Category: Frozen | Product: Family Pizza Night 3-Pack | Description: Frozen pizzas — cheese, pepperoni, veggie variety. | Attributes: value | Brand: regional | Price tier: value | Unit price: 9.79 | Pack size: 1 lb | Aisle: Aisle 23–25 — Freezer Bank | Facings: 2 | Weekly units sold: 49 | Margin pct: 0.131 | In stock: True | Vendor: Regional Foods LLC",text-embedding-3-large,3072
products_SKU-USR-080-001,USR-080,products,SKU-USR-080-001,Trader Joe's,Store: USR-080 | SKU: SKU-USR-080-001 | Category: Health & Beauty | Product: Value Shampoo Family Size | Description: Everyday clean formula — large bottle value pack. | Attributes: value | Brand: regional | Price tier: value | Unit price: 12.82 | Pack size: 1 lb | Aisle: Aisle 18–22 — HBC | Facings: 5 | Weekly units sold: 41 | Margin pct: 0.272 | In stock: True | Vendor: Global Consumer Goods,text-embedding-3-large,3072
products_SKU-USR-083-002,USR-083,products,SKU-USR-083-002,Kroger,Store: USR-083 | SKU: SKU-USR-083-002 | Category: Dairy | Product: Farm Fresh 2% Milk Gallon | Description: Locally sourced milk — vitamin D fortified. | Attributes: value | Brand: regional | Price tier: value | Unit price: 4.96 | Pack size: 2-liter | Aisle: Aisle 1 — Cooler Wall | Facings: 4 | Weekly units sold: 42 | Margin pct: 0.12 | In stock: True | Vendor: Regional Foods LLC,text-embedding-3-large,3072
products_SKU-USR-083-010,USR-083,products,SKU-USR-083-010,Kroger,"Store: USR-083 | SKU: SKU-USR-083-010 | Category: Grocery | Product: Organic Whole Grain Bread | Description: Artisan loaf baked daily with organic whole wheat flour. | Attributes: organic,premium | Brand: national | Price tier: premium | Unit price: 14.4 | Pack size: 2 lb | Aisle: Aisle 4–12 — Center Store | Facings: 5 | Weekly units sold: 26 | Margin pct: 0.246 | In stock: True | Vendor: Regional Foods LLC",text-embedding-3-large,3072
products_SKU-USR-083-012,USR-083,products,SKU-USR-083-012,Kroger,"Store: USR-083 | SKU: SKU-USR-083-012 | Category: Household | Product: Eco-Friendly Surface Cleaner | Description: Plant-based spray — safe for kitchen counters. | Attributes: organic,premium | Brand: national | Price tier: premium | Unit price: 14.61 | Pack size: 10 oz | Aisle: Aisle 15–17 — Household | Facings: 3 | Weekly units sold: 19 | Margin pct: 0.134 | In stock: True | Vendor: National Brands Co",text-embedding-3-large,3072
products_SKU-USR-085-017,USR-085,products,SKU-USR-085-017,Albertsons,"Store: USR-085 | SKU: SKU-USR-085-017 | Category: Frozen | Product: Frozen Vegetable Stir-Fry Blend | Description: Broccoli, peppers, snap peas — steam in bag. | Attributes: value | Brand: national | Price tier: value | Unit price: 8.3 | Pack size: 1 gallon | Aisle: Aisle 23–25 — Freezer Bank | Facings: 5 | Weekly units sold: 40 | Margin pct: 0.087 | In stock: True | Vendor: Global Consumer Goods",text-embedding-3-large,3072
products_SKU-USR-087-001,USR-087,products,SKU-USR-087-001,Whole Foods,"Store: USR-087 | SKU: SKU-USR-087-001 | Category: Grocery | Product: Gluten-Free Multigrain Loaf | Description: Certified gluten-free bread with seeds and ancient grains. | Attributes: gluten_free,premium | Brand: national | Price tier: premium | Unit price: 72.11 | Pack size: 4-pack | Aisle: Aisle 4–12 — Center Store | Facings: 2 | Weekly units sold: 14 | Margin pct: 0.269 | In stock: True | Vendor: Global Consumer Goods",text-embedding-3-large,3072
products_SKU-USR-087-014,USR-087,products,SKU-USR-087-014,Whole Foods,"Store: USR-087 | SKU: SKU-USR-087-014 | Category: Fresh Produce | Product: Local Seasonal Berry Mix | Description: Farm partnership program — peak season berries. | Attributes: seasonal,premium | Brand: regional | Price tier: premium | Unit price: 45.16 | Pack size: 32 oz | Aisle: Produce Section — Front Perimeter | Facings: 3 | Weekly units sold: 13 | Margin pct: 0.148 | In stock: True | Vendor: Regional Foods LLC",text-embedding-3-large,3072
products_SKU-USR-087-015,USR-087,products,SKU-USR-087-015,Whole Foods,Store: USR-087 | SKU: SKU-USR-087-015 | Category: Household | Product: Concentrated Laundry Detergent | Description: HE compatible — 64 load bottle. | Attributes: value | Brand: national | Price tier: value | Unit price: 4.07 | Pack size: 12 oz | Aisle: Aisle 15–17 — Household | Facings: 5 | Weekly units sold: 42 | Margin pct: 0.16 | In stock: True | Vendor: Global Consumer Goods,text-embedding-3-large,3072
products_SKU-USR-088-007,USR-088,products,SKU-USR-088-007,CVS,"Store: USR-088 | SKU: SKU-USR-088-007 | Category: Health & Beauty | Product: Organic Lip Balm 3-Pack | Description: Beeswax and coconut oil — USDA organic. | Attributes: organic,premium | Brand: national | Price tier: premium | Unit price: 57.14 | Pack size: 8 oz | Aisle: Aisle 18–22 — HBC | Facings: 3 | Weekly units sold: 15 | Margin pct: 0.103 | In stock: True | Vendor: National Brands Co",text-embedding-3-large,3072
products_SKU-USR-088-008,USR-088,products,SKU-USR-088-008,CVS,"Store: USR-088 | SKU: SKU-USR-088-008 | Category: Dairy | Product: Organic Greek Yogurt 4-Pack | Description: Thick strained yogurt, live cultures, no artificial sweeteners. | Attributes: organic,premium | Brand: national | Price tier: premium | Unit price: 16.91 | Pack size: 4-pack | Aisle: Aisle 1 — Cooler Wall | Facings: 3 | Weekly units sold: 17 | Margin pct: 0.137 | In stock: True | Vendor: Global Consumer Goods",text-embedding-3-large,3072
products_SKU-USR-088-011,USR-088,products,SKU-USR-088-011,CVS,Store: USR-088 | SKU: SKU-USR-088-011 | Category: Health & Beauty | Product: Prescription Generic Lisinopril 30ct | Description: Pharmacy generic — high script volume. | Attributes: value | Brand: regional | Price tier: value | Unit price: 3.94 | Pack size: 2-liter | Aisle: Aisle 18–22 — HBC | Facings: 3 | Weekly units sold: 46 | Margin pct: 0.091 | In stock: True | Vendor: Global Consumer Goods,text-embedding-3-large,3072
products_SKU-USR-090-008,USR-090,products,SKU-USR-090-008,Home Depot,"Store: USR-090 | SKU: SKU-USR-090-008 | Category: Snacks | Product: Protein Trail Mix Grab & Go | Description: Almonds, cashews, dried cranberries — 10g protein per serving. | Attributes: premium | Brand: regional | Price tier: premium | Unit price: 13.69 | Pack size: 8 oz | Aisle: Aisle 14 — Impulse / Endcap | Facings: 2 | Weekly units sold: 17 | Margin pct: 0.17 | In stock: True | Vendor: National Brands Co",text-embedding-3-large,3072
products_SKU-USR-091-008,USR-091,products,SKU-USR-091-008,Lowe's,Store: USR-091 | SKU: SKU-USR-091-008 | Category: Snacks | Product: Classic Potato Chips Family Size | Description: Crispy kettle chips — original sea salt flavor. | Attributes: value | Brand: national | Price tier: value | Unit price: 10.27 | Pack size: 24 ct | Aisle: Aisle 14 — Impulse / Endcap | Facings: 5 | Weekly units sold: 40 | Margin pct: 0.111 | In stock: True | Vendor: Regional Foods LLC,text-embedding-3-large,3072
products_SKU-USR-092-010,USR-092,products,SKU-USR-092-010,Best Buy,Store: USR-092 | SKU: SKU-USR-092-010 | Category: Health & Beauty | Product: Value Shampoo Family Size | Description: Everyday clean formula — large bottle value pack. | Attributes: value | Brand: regional | Price tier: value | Unit price: 7.08 | Pack size: 1 gallon | Aisle: Aisle 18–22 — HBC | Facings: 1 | Weekly units sold: 47 | Margin pct: 0.099 | In stock: True | Vendor: Regional Foods LLC,text-embedding-3-large,3072
products_SKU-USR-032-007,USR-032,products,SKU-USR-032-007,Best Buy,"Store: USR-032 | SKU: SKU-USR-032-007 | Category: Dairy | Product: Organic Greek Yogurt 4-Pack | Description: Thick strained yogurt, live cultures, no artificial sweeteners. | Attributes: organic,premium | Brand: national | Price tier: premium | Unit price: 11.07 | Pack size: 32 oz | Aisle: Aisle 1 — Cooler Wall | Facings: 5 | Weekly units sold: 24 | Margin pct: 0.23 | In stock: True | Vendor: Global Consumer Goods",text-embedding-3-large,3072
products_SKU-USR-032-009,USR-032,products,SKU-USR-032-009,Best Buy,"Store: USR-032 | SKU: SKU-USR-032-009 | Category: Fresh Produce | Product: Organic Baby Spinach 5oz | Description: Triple washed organic greens — salad ready. | Attributes: organic,premium | Brand: national | Price tier: premium | Unit price: 60.33 | Pack size: 4-pack | Aisle: Produce Section — Front Perimeter | Facings: 5 | Weekly units sold: 14 | Margin pct: 0.248 | In stock: True | Vendor: Global Consumer Goods",text-embedding-3-large,3072
products_SKU-USR-032-011,USR-032,products,SKU-USR-032-011,Best Buy,Store: USR-032 | SKU: SKU-USR-032-011 | Category: Fresh Produce | Product: Bananas per lb | Description: Everyday fruit staple — ripen at home. | Attributes: value | Brand: national | Price tier: value | Unit price: 1.78 | Pack size: 24 ct | Aisle: Produce Section — Front Perimeter | Facings: 4 | Weekly units sold: 36 | Margin pct: 0.257 | In stock: True | Vendor: Global Consumer Goods,text-embedding-3-large,3072
products_SKU-USR-033-004,USR-033,products,SKU-USR-033-004,Dollar General,"Store: USR-033 | SKU: SKU-USR-033-004 | Category: Frozen | Product: Family Pizza Night 3-Pack | Description: Frozen pizzas — cheese, pepperoni, veggie variety. | Attributes: value | Brand: national | Price tier: value | Unit price: 10.43 | Pack size: 1 gallon | Aisle: Aisle 23–25 — Freezer Bank | Facings: 1 | Weekly units sold: 40 | Margin pct: 0.269 | In stock: True | Vendor: National Brands Co",text-embedding-3-large,3072
products_SKU-USR-034-007,USR-034,products,SKU-USR-034-007,Sam's Club,Store: USR-034 | SKU: SKU-USR-034-007 | Category: Health & Beauty | Product: Value Shampoo Family Size | Description: Everyday clean formula — large bottle value pack. | Attributes: value | Brand: national | Price tier: value | Unit price: 12.21 | Pack size: 24 ct | Aisle: Aisle 18–22 — HBC | Facings: 5 | Weekly units sold: 49 | Margin pct: 0.219 | In stock: True | Vendor: National Brands Co,text-embedding-3-large,3072
products_SKU-USR-034-012,USR-034,products,SKU-USR-034-012,Sam's Club,Store: USR-034 | SKU: SKU-USR-034-012 | Category: Beverages | Product: Cold Brew Coffee Concentrate | Description: Ready-to-drink cold brew — premium arabica beans. | Attributes: premium | Brand: regional | Price tier: premium | Unit price: 55.21 | Pack size: 8 oz | Aisle: Aisle 2–3 — Cooler & Shelf | Facings: 6 | Weekly units sold: 15 | Margin pct: 0.275 | In stock: True | Vendor: Regional Foods LLC,text-embedding-3-large,3072
products_SKU-USR-035-003,USR-035,products,SKU-USR-035-003,Aldi,"Store: USR-035 | SKU: SKU-USR-035-003 | Category: Frozen | Product: Family Pizza Night 3-Pack | Description: Frozen pizzas — cheese, pepperoni, veggie variety. | Attributes: value | Brand: regional | Price tier: value | Unit price: 1.71 | Pack size: 1 gallon | Aisle: Aisle 23–25 — Freezer Bank | Facings: 5 | Weekly units sold: 36 | Margin pct: 0.243 | In stock: True | Vendor: Global Consumer Goods",text-embedding-3-large,3072
products_SKU-USR-037-001,USR-037,products,SKU-USR-037-001,Meijer,"Store: USR-037 | SKU: SKU-USR-037-001 | Category: Dairy | Product: Plant-Based Oat Milk | Description: Barista blend oat milk — dairy-free alternative. | Attributes: premium,plant_based | Brand: national | Price tier: premium | Unit price: 39.08 | Pack size: 10 oz | Aisle: Aisle 1 — Cooler Wall | Facings: 2 | Weekly units sold: 14 | Margin pct: 0.248 | In stock: True | Vendor: Regional Foods LLC",text-embedding-3-large,3072
products_SKU-USR-037-006,USR-037,products,SKU-USR-037-006,Meijer,Store: USR-037 | SKU: SKU-USR-037-006 | Category: Dairy | Product: Farm Fresh 2% Milk Gallon | Description: Locally sourced milk — vitamin D fortified. | Attributes: value | Brand: regional | Price tier: value | Unit price: 11.81 | Pack size: 1 lb | Aisle: Aisle 1 — Cooler Wall | Facings: 1 | Weekly units sold: 26 | Margin pct: 0.202 | In stock: True | Vendor: National Brands Co,text-embedding-3-large,3072
products_SKU-USR-037-010,USR-037,products,SKU-USR-037-010,Meijer,Store: USR-037 | SKU: SKU-USR-037-010 | Category: Snacks | Product: Classic Potato Chips Family Size | Description: Crispy kettle chips — original sea salt flavor. | Attributes: value | Brand: national | Price tier: value | Unit price: 1.52 | Pack size: 2-liter | Aisle: Aisle 14 — Impulse / Endcap | Facings: 5 | Weekly units sold: 46 | Margin pct: 0.218 | In stock: True | Vendor: Global Consumer Goods,text-embedding-3-large,3072
products_SKU-USR-037-015,USR-037,products,SKU-USR-037-015,Meijer,"Store: USR-037 | SKU: SKU-USR-037-015 | Category: Fresh Produce | Product: Local Seasonal Berry Mix | Description: Farm partnership program — peak season berries. | Attributes: seasonal,premium | Brand: national | Price tier: premium | Unit price: 32.93 | Pack size: 8 oz | Aisle: Produce Section — Front Perimeter | Facings: 5 | Weekly units sold: 24 | Margin pct: 0.11 | In stock: True | Vendor: Regional Foods LLC",text-embedding-3-large,3072
products_SKU-USR-038-005,USR-038,products,SKU-USR-038-005,Safeway,"Store: USR-038 | SKU: SKU-USR-038-005 | Category: Household | Product: Eco-Friendly Surface Cleaner | Description: Plant-based spray — safe for kitchen counters. | Attributes: organic,premium | Brand: national | Price tier: premium | Unit price: 49.09 | Pack size: 10 oz | Aisle: Aisle 15–17 — Household | Facings: 2 | Weekly units sold: 22 | Margin pct: 0.101 | In stock: True | Vendor: Global Consumer Goods",text-embedding-3-large,3072
products_SKU-USR-038-017,USR-038,products,SKU-USR-038-017,Safeway,"Store: USR-038 | SKU: SKU-USR-038-017 | Category: Fresh Produce | Product: Organic Baby Spinach 5oz | Description: Triple washed organic greens — salad ready. | Attributes: organic,premium | Brand: national | Price tier: premium | Unit price: 71.08 | Pack size: 10 oz | Aisle: Produce Section — Front Perimeter | Facings: 4 | Weekly units sold: 15 | Margin pct: 0.151 | In stock: True | Vendor: Regional Foods LLC",text-embedding-3-large,3072
products_SKU-USR-040-003,USR-040,products,SKU-USR-040-003,Trader Joe's,Store: USR-040 | SKU: SKU-USR-040-003 | Category: Health & Beauty | Product: Sensitive Skin Moisturizer | Description: Dermatologist tested — fragrance free daily lotion. | Attributes: premium | Brand: national | Price tier: premium | Unit price: 19.49 | Pack size: 32 oz | Aisle: Aisle 18–22 — HBC | Facings: 5 | Weekly units sold: 16 | Margin pct: 0.243 | In stock: True | Vendor: Global Consumer Goods,text-embedding-3-large,3072
products_SKU-USR-041-016,USR-041,products,SKU-USR-041-016,Walmart,Store: USR-041 | SKU: SKU-USR-041-016 | Category: Fresh Produce | Product: Bananas per lb | Description: Everyday fruit staple — ripen at home. | Attributes: value | Brand: national | Price tier: value | Unit price: 12.44 | Pack size: 1 lb | Aisle: Produce Section — Front Perimeter | Facings: 3 | Weekly units sold: 52 | Margin pct: 0.224 | In stock: True | Vendor: Global Consumer Goods,text-embedding-3-large,3072
products_SKU-USR-043-005,USR-043,products,SKU-USR-043-005,Kroger,"Store: USR-043 | SKU: SKU-USR-043-005 | Category: Dairy | Product: Plant-Based Oat Milk | Description: Barista blend oat milk — dairy-free alternative. | Attributes: premium,plant_based | Brand: national | Price tier: premium | Unit price: 34.97 | Pack size: 10 oz | Aisle: Aisle 1 — Cooler Wall | Facings: 1 | Weekly units sold: 15 | Margin pct: 0.092 | In stock: True | Vendor: Global Consumer Goods",text-embedding-3-large,3072
products_SKU-USR-043-012,USR-043,products,SKU-USR-043-012,Kroger,Store: USR-043 | SKU: SKU-USR-043-012 | Category: Household | Product: Concentrated Laundry Detergent | Description: HE compatible — 64 load bottle. | Attributes: value | Brand: national | Price tier: value | Unit price: 6.95 | Pack size: 1 lb | Aisle: Aisle 15–17 — Household | Facings: 5 | Weekly units sold: 47 | Margin pct: 0.113 | In stock: True | Vendor: Regional Foods LLC,text-embedding-3-large,3072
products_SKU-USR-044-003,USR-044,products,SKU-USR-044-003,Costco,"Store: USR-044 | SKU: SKU-USR-044-003 | Category: Household | Product: Eco-Friendly Surface Cleaner | Description: Plant-based spray — safe for kitchen counters. | Attributes: organic,premium | Brand: national | Price tier: premium | Unit price: 57.5 | Pack size: 10 oz | Aisle: Aisle 15–17 — Household | Facings: 7 | Weekly units sold: 10 | Margin pct: 0.189 | In stock: True | Vendor: Regional Foods LLC",text-embedding-3-large,3072
products_SKU-USR-044-011,USR-044,products,SKU-USR-044-011,Costco,"Store: USR-044 | SKU: SKU-USR-044-011 | Category: Snacks | Product: Protein Trail Mix Grab & Go | Description: Almonds, cashews, dried cranberries — 10g protein per serving. | Attributes: premium | Brand: national | Price tier: premium | Unit price: 86.57 | Pack size: 8 oz | Aisle: Aisle 14 — Impulse / Endcap | Facings: 7 | Weekly units sold: 16 | Margin pct: 0.232 | In stock: True | Vendor: Regional Foods LLC",text-embedding-3-large,3072
products_SKU-USR-045-003,USR-045,products,SKU-USR-045-003,Albertsons,"Store: USR-045 | SKU: SKU-USR-045-003 | Category: Fresh Produce | Product: Local Seasonal Berry Mix | Description: Farm partnership program — peak season berries. | Attributes: seasonal,premium | Brand: national | Price tier: premium | Unit price: 67.67 | Pack size: 8 oz | Aisle: Produce Section — Front Perimeter | Facings: 1 | Weekly units sold: 13 | Margin pct: 0.105 | In stock: True | Vendor: Global Consumer Goods",text-embedding-3-large,3072
products_SKU-USR-045-006,USR-045,products,SKU-USR-045-006,Albertsons,"Store: USR-045 | SKU: SKU-USR-045-006 | Category: Grocery | Product: Organic Whole Grain Bread | Description: Artisan loaf baked daily with organic whole wheat flour. | Attributes: organic,premium | Brand: national | Price tier: premium | Unit price: 34.81 | Pack size: 4-pack | Aisle: Aisle 4–12 — Center Store | Facings: 2 | Weekly units sold: 13 | Margin pct: 0.246 | In stock: True | Vendor: Global Consumer Goods",text-embedding-3-large,3072
products_SKU-USR-045-007,USR-045,products,SKU-USR-045-007,Albertsons,Store: USR-045 | SKU: SKU-USR-045-007 | Category: Beverages | Product: Cold Brew Coffee Concentrate | Description: Ready-to-drink cold brew — premium arabica beans. | Attributes: premium | Brand: national | Price tier: premium | Unit price: 46.92 | Pack size: 32 oz | Aisle: Aisle 2–3 — Cooler & Shelf | Facings: 3 | Weekly units sold: 17 | Margin pct: 0.123 | In stock: True | Vendor: Global Consumer Goods,text-embedding-3-large,3072
products_SKU-USR-045-010,USR-045,products,SKU-USR-045-010,Albertsons,"Store: USR-045 | SKU: SKU-USR-045-010 | Category: Dairy | Product: Plant-Based Oat Milk | Description: Barista blend oat milk — dairy-free alternative. | Attributes: premium,plant_based | Brand: regional | Price tier: premium | Unit price: 38.69 | Pack size: 4-pack | Aisle: Aisle 1 — Cooler Wall | Facings: 1 | Weekly units sold: 17 | Margin pct: 0.256 | In stock: True | Vendor: Global Consumer Goods",text-embedding-3-large,3072
products_SKU-USR-046-003,USR-046,products,SKU-USR-046-003,Publix,"Store: USR-046 | SKU: SKU-USR-046-003 | Category: Household | Product: Paper Towels 8-Roll Pack | Description: Absorbent sheets — store brand savings. | Attributes: private_label,value | Brand: private_label | Price tier: value | Unit price: 10.79 | Pack size: 12 oz | Aisle: Aisle 15–17 — Household | Facings: 1 | Weekly units sold: 41 | Margin pct: 0.183 | In stock: False | Vendor: Publix DC",text-embedding-3-large,3072
products_SKU-USR-046-014,USR-046,products,SKU-USR-046-014,Publix,Store: USR-046 | SKU: SKU-USR-046-014 | Category: Household | Product: Concentrated Laundry Detergent | Description: HE compatible — 64 load bottle. | Attributes: value | Brand: national | Price tier: value | Unit price: 11.65 | Pack size: 12 oz | Aisle: Aisle 15–17 — Household | Facings: 3 | Weekly units sold: 46 | Margin pct: 0.085 | In stock: True | Vendor: Regional Foods LLC,text-embedding-3-large,3072
