report_id,store_id,report_date,report_type,severity,issue_category,description,status,reported_by
RPT-USR-045-008,USR-045,2025-10-01,inventory_audit,low,equipment,Refrigeration unit temperature fluctuation logged in dairy section,in_progress,district_manager
RPT-USR-045-009,USR-045,2025-12-10,mystery_shop,low,customer_service,Wait times exceed SLA at service desk during weekend peak,resolved,store_manager
RPT-USR-046-001,USR-046,2026-01-12,loss_prevention,low,equipment,Refrigeration unit temperature fluctuation logged in dairy section,resolved,store_manager
RPT-USR-046-002,USR-046,2026-01-20,mystery_shop,low,safety,Blocked emergency exit path noted during walkthrough,open,mystery_shopper
RPT-USR-046-003,USR-046,2026-02-06,facilities,high,shrink,Elevated shrink pattern detected near self-checkout area,open,store_manager
RPT-USR-046-004,USR-046,2026-01-07,loss_prevention,medium,planogram,Shelf tags misaligned with planogram — facings not compliant,open,district_manager
RPT-USR-046-005,USR-046,2026-05-03,inventory_audit,low,planogram,Shelf tags misaligned with planogram — facings not compliant,open,district_manager
RPT-USR-046-006,USR-046,2025-07-25,district_visit,low,staffing,Insufficient coverage during peak hours — checkout and service desk,resolved,district_manager
RPT-USR-046-007,USR-046,2026-05-06,facilities,low,equipment,Refrigeration unit temperature fluctuation logged in dairy section,resolved,mystery_shopper
RPT-USR-047-001,USR-047,2026-04-18,loss_prevention,low,planogram,Shelf tags misaligned with planogram — facings not compliant,resolved,mystery_shopper
RPT-USR-047-002,USR-047,2025-08-19,safety_audit,medium,safety,Blocked emergency exit path noted during walkthrough,in_progress,store_manager
RPT-USR-047-003,USR-047,2025-11-30,safety_audit,low,shrink,Elevated shrink pattern detected near self-checkout area,open,store_manager
RPT-USR-047-004,USR-047,2026-05-30,safety_audit,high,staffing,Insufficient coverage during peak hours — checkout and service desk,resolved,loss_prevention
RPT-USR-047-005,USR-047,2025-08-22,facilities,high,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,in_progress,district_manager
RPT-USR-047-006,USR-047,2025-11-28,facilities,medium,inventory,Cycle count variance exceeds threshold in high-shrink categories,resolved,district_manager
RPT-USR-047-007,USR-047,2025-10-02,safety_audit,medium,inventory,Cycle count variance exceeds threshold in high-shrink categories,in_progress,district_manager
RPT-USR-047-008,USR-047,2025-11-03,facilities,low,shrink,Elevated shrink pattern detected near self-checkout area,open,store_manager
RPT-USR-048-001,USR-048,2026-01-06,mystery_shop,low,customer_service,Wait times exceed SLA at service desk during weekend peak,in_progress,district_manager
RPT-USR-048-002,USR-048,2025-12-15,loss_prevention,high,shrink,Elevated shrink pattern detected near self-checkout area,open,loss_prevention
RPT-USR-048-003,USR-048,2025-08-10,safety_audit,low,customer_service,Wait times exceed SLA at service desk during weekend peak,open,district_manager
RPT-USR-048-004,USR-048,2025-10-07,loss_prevention,low,planogram,Shelf tags misaligned with planogram — facings not compliant,in_progress,loss_prevention
RPT-USR-048-005,USR-048,2025-10-02,loss_prevention,low,staffing,Insufficient coverage during peak hours — checkout and service desk,resolved,store_manager
RPT-USR-048-006,USR-048,2025-07-08,loss_prevention,high,shrink,Elevated shrink pattern detected near self-checkout area,resolved,mystery_shopper
RPT-USR-048-007,USR-048,2025-07-26,loss_prevention,low,shrink,Elevated shrink pattern detected near self-checkout area,in_progress,store_manager
RPT-USR-048-008,USR-048,2025-07-16,safety_audit,medium,planogram,Shelf tags misaligned with planogram — facings not compliant,in_progress,district_manager
RPT-USR-048-009,USR-048,2026-04-27,facilities,low,signage,Promotional signage expired or missing on endcap displays,resolved,store_manager
RPT-USR-048-010,USR-048,2026-01-29,facilities,low,planogram,Shelf tags misaligned with planogram — facings not compliant,resolved,store_manager
RPT-USR-048-011,USR-048,2025-12-04,safety_audit,high,shrink,Elevated shrink pattern detected near self-checkout area,in_progress,district_manager
RPT-USR-049-001,USR-049,2025-10-28,inventory_audit,low,shrink,Elevated shrink pattern detected near self-checkout area,resolved,mystery_shopper
RPT-USR-049-002,USR-049,2025-07-12,district_visit,low,shrink,Elevated shrink pattern detected near self-checkout area,open,store_manager
RPT-USR-049-003,USR-049,2026-03-28,loss_prevention,low,signage,Promotional signage expired or missing on endcap displays,in_progress,store_manager
RPT-USR-049-004,USR-049,2025-09-20,district_visit,medium,shrink,Elevated shrink pattern detected near self-checkout area,open,loss_prevention
RPT-USR-049-005,USR-049,2025-10-12,safety_audit,low,safety,Blocked emergency exit path noted during walkthrough,resolved,district_manager
RPT-USR-049-006,USR-049,2025-09-25,safety_audit,medium,shrink,Elevated shrink pattern detected near self-checkout area,open,store_manager
RPT-USR-049-007,USR-049,2025-11-17,district_visit,medium,staffing,Insufficient coverage during peak hours — checkout and service desk,in_progress,district_manager
RPT-USR-049-008,USR-049,2026-02-08,mystery_shop,high,shrink,Elevated shrink pattern detected near self-checkout area,in_progress,loss_prevention
RPT-USR-049-009,USR-049,2026-04-27,facilities,low,inventory,Cycle count variance exceeds threshold in high-shrink categories,resolved,store_manager
RPT-USR-050-001,USR-050,2026-01-01,safety_audit,low,customer_service,Wait times exceed SLA at service desk during weekend peak,open,loss_prevention
RPT-USR-050-002,USR-050,2025-10-05,facilities,medium,staffing,Insufficient coverage during peak hours — checkout and service desk,in_progress,store_manager
RPT-USR-050-003,USR-050,2026-01-22,facilities,medium,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,resolved,loss_prevention
RPT-USR-050-004,USR-050,2025-11-15,safety_audit,high,staffing,Insufficient coverage during peak hours — checkout and service desk,in_progress,loss_prevention
RPT-USR-050-005,USR-050,2026-04-28,mystery_shop,medium,customer_service,Wait times exceed SLA at service desk during weekend peak,resolved,store_manager
RPT-USR-050-006,USR-050,2025-11-09,inventory_audit,medium,inventory,Cycle count variance exceeds threshold in high-shrink categories,resolved,mystery_shopper
RPT-USR-050-007,USR-050,2026-02-27,facilities,low,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,open,store_manager
RPT-USR-050-008,USR-050,2026-05-13,safety_audit,medium,signage,Promotional signage expired or missing on endcap displays,open,loss_prevention
RPT-USR-051-001,USR-051,2025-10-25,mystery_shop,low,shrink,Elevated shrink pattern detected near self-checkout area,resolved,loss_prevention
RPT-USR-051-002,USR-051,2025-12-07,facilities,low,shrink,Elevated shrink pattern detected near self-checkout area,in_progress,loss_prevention
RPT-USR-051-003,USR-051,2026-06-22,safety_audit,low,staffing,Insufficient coverage during peak hours — checkout and service desk,resolved,store_manager
RPT-USR-051-004,USR-051,2025-12-08,loss_prevention,low,staffing,Insufficient coverage during peak hours — checkout and service desk,resolved,district_manager
RPT-USR-051-005,USR-051,2026-06-12,mystery_shop,low,shrink,Elevated shrink pattern detected near self-checkout area,resolved,loss_prevention
RPT-USR-052-001,USR-052,2025-08-20,safety_audit,low,equipment,Refrigeration unit temperature fluctuation logged in dairy section,resolved,mystery_shopper
RPT-USR-052-002,USR-052,2025-09-29,safety_audit,medium,customer_service,Wait times exceed SLA at service desk during weekend peak,resolved,store_manager
RPT-USR-052-003,USR-052,2025-11-03,safety_audit,medium,inventory,Cycle count variance exceeds threshold in high-shrink categories,in_progress,mystery_shopper
RPT-USR-052-004,USR-052,2025-10-06,inventory_audit,medium,planogram,Shelf tags misaligned with planogram — facings not compliant,open,store_manager
RPT-USR-052-005,USR-052,2025-08-21,loss_prevention,low,customer_service,Wait times exceed SLA at service desk during weekend peak,in_progress,store_manager
RPT-USR-052-006,USR-052,2025-08-03,district_visit,medium,planogram,Shelf tags misaligned with planogram — facings not compliant,in_progress,store_manager
RPT-USR-052-007,USR-052,2025-08-02,inventory_audit,low,safety,Blocked emergency exit path noted during walkthrough,in_progress,store_manager
RPT-USR-052-008,USR-052,2025-07-09,safety_audit,low,staffing,Insufficient coverage during peak hours — checkout and service desk,open,store_manager
RPT-USR-052-009,USR-052,2026-01-04,inventory_audit,low,signage,Promotional signage expired or missing on endcap displays,resolved,store_manager
RPT-USR-052-010,USR-052,2026-04-26,safety_audit,medium,customer_service,Wait times exceed SLA at service desk during weekend peak,in_progress,loss_prevention
RPT-USR-053-001,USR-053,2026-01-09,mystery_shop,high,signage,Promotional signage expired or missing on endcap displays,resolved,loss_prevention
RPT-USR-053-002,USR-053,2025-12-21,mystery_shop,low,customer_service,Wait times exceed SLA at service desk during weekend peak,in_progress,mystery_shopper
RPT-USR-053-003,USR-053,2026-04-27,loss_prevention,low,safety,Blocked emergency exit path noted during walkthrough,in_progress,mystery_shopper
RPT-USR-053-004,USR-053,2025-12-09,safety_audit,low,inventory,Cycle count variance exceeds threshold in high-shrink categories,in_progress,store_manager
RPT-USR-053-005,USR-053,2026-01-12,loss_prevention,medium,inventory,Cycle count variance exceeds threshold in high-shrink categories,in_progress,district_manager
RPT-USR-053-006,USR-053,2026-06-17,safety_audit,medium,inventory,Cycle count variance exceeds threshold in high-shrink categories,resolved,loss_prevention
RPT-USR-053-007,USR-053,2026-06-07,safety_audit,medium,signage,Promotional signage expired or missing on endcap displays,resolved,mystery_shopper
RPT-USR-053-008,USR-053,2026-01-23,inventory_audit,low,equipment,Refrigeration unit temperature fluctuation logged in dairy section,open,district_manager
RPT-USR-054-001,USR-054,2025-11-10,facilities,low,safety,Blocked emergency exit path noted during walkthrough,in_progress,mystery_shopper
RPT-USR-054-002,USR-054,2025-12-15,facilities,high,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,in_progress,loss_prevention
RPT-USR-054-003,USR-054,2025-07-29,mystery_shop,medium,staffing,Insufficient coverage during peak hours — checkout and service desk,resolved,district_manager
RPT-USR-054-004,USR-054,2025-08-03,safety_audit,medium,staffing,Insufficient coverage during peak hours — checkout and service desk,in_progress,loss_prevention
RPT-USR-054-005,USR-054,2026-03-19,loss_prevention,medium,equipment,Refrigeration unit temperature fluctuation logged in dairy section,open,mystery_shopper
RPT-USR-055-001,USR-055,2026-06-18,district_visit,high,staffing,Insufficient coverage during peak hours — checkout and service desk,resolved,district_manager
RPT-USR-055-002,USR-055,2026-02-17,loss_prevention,low,customer_service,Wait times exceed SLA at service desk during weekend peak,open,loss_prevention
RPT-USR-055-003,USR-055,2025-11-21,mystery_shop,low,safety,Blocked emergency exit path noted during walkthrough,resolved,district_manager
RPT-USR-055-004,USR-055,2026-04-29,inventory_audit,medium,inventory,Cycle count variance exceeds threshold in high-shrink categories,in_progress,store_manager
RPT-USR-055-005,USR-055,2025-10-05,mystery_shop,low,inventory,Cycle count variance exceeds threshold in high-shrink categories,resolved,store_manager
RPT-USR-055-006,USR-055,2026-02-01,district_visit,low,safety,Blocked emergency exit path noted during walkthrough,in_progress,store_manager
RPT-USR-055-007,USR-055,2026-01-23,loss_prevention,medium,signage,Promotional signage expired or missing on endcap displays,resolved,mystery_shopper
RPT-USR-055-008,USR-055,2025-09-17,inventory_audit,medium,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,resolved,mystery_shopper
RPT-USR-055-009,USR-055,2025-08-02,facilities,medium,inventory,Cycle count variance exceeds threshold in high-shrink categories,resolved,district_manager
RPT-USR-056-001,USR-056,2025-10-07,safety_audit,low,equipment,Refrigeration unit temperature fluctuation logged in dairy section,in_progress,mystery_shopper
RPT-USR-056-002,USR-056,2025-11-20,mystery_shop,low,shrink,Elevated shrink pattern detected near self-checkout area,in_progress,store_manager
RPT-USR-056-003,USR-056,2026-05-05,loss_prevention,medium,planogram,Shelf tags misaligned with planogram — facings not compliant,open,store_manager
RPT-USR-056-004,USR-056,2026-01-19,mystery_shop,medium,customer_service,Wait times exceed SLA at service desk during weekend peak,resolved,store_manager
RPT-USR-056-005,USR-056,2026-04-11,district_visit,high,safety,Blocked emergency exit path noted during walkthrough,open,mystery_shopper
RPT-USR-056-006,USR-056,2025-10-26,loss_prevention,low,safety,Blocked emergency exit path noted during walkthrough,resolved,loss_prevention
RPT-USR-056-007,USR-056,2025-11-15,loss_prevention,medium,signage,Promotional signage expired or missing on endcap displays,resolved,store_manager
RPT-USR-056-008,USR-056,2025-09-02,mystery_shop,low,staffing,Insufficient coverage during peak hours — checkout and service desk,in_progress,district_manager
RPT-USR-056-009,USR-056,2026-02-07,district_visit,low,safety,Blocked emergency exit path noted during walkthrough,open,loss_prevention
RPT-USR-056-010,USR-056,2025-12-09,mystery_shop,medium,equipment,Refrigeration unit temperature fluctuation logged in dairy section,resolved,district_manager
RPT-USR-056-011,USR-056,2026-03-01,facilities,low,shrink,Elevated shrink pattern detected near self-checkout area,resolved,loss_prevention
RPT-USR-056-012,USR-056,2026-01-07,inventory_audit,high,inventory,Cycle count variance exceeds threshold in high-shrink categories,in_progress,district_manager
RPT-USR-057-001,USR-057,2026-06-13,facilities,high,inventory,Cycle count variance exceeds threshold in high-shrink categories,resolved,mystery_shopper
RPT-USR-057-002,USR-057,2026-06-05,loss_prevention,medium,planogram,Shelf tags misaligned with planogram — facings not compliant,open,store_manager
RPT-USR-057-003,USR-057,2025-11-25,facilities,low,shrink,Elevated shrink pattern detected near self-checkout area,open,loss_prevention
RPT-USR-057-004,USR-057,2025-09-19,district_visit,medium,shrink,Elevated shrink pattern detected near self-checkout area,in_progress,store_manager
RPT-USR-057-005,USR-057,2026-04-07,mystery_shop,high,equipment,Refrigeration unit temperature fluctuation logged in dairy section,in_progress,district_manager
RPT-USR-057-006,USR-057,2025-11-18,loss_prevention,medium,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,in_progress,district_manager
RPT-USR-057-007,USR-057,2026-06-15,mystery_shop,medium,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,in_progress,loss_prevention
RPT-USR-057-008,USR-057,2025-09-09,facilities,low,inventory,Cycle count variance exceeds threshold in high-shrink categories,open,district_manager
RPT-USR-058-001,USR-058,2025-10-01,district_visit,low,inventory,Cycle count variance exceeds threshold in high-shrink categories,resolved,district_manager
RPT-USR-058-002,USR-058,2025-09-17,mystery_shop,high,planogram,Shelf tags misaligned with planogram — facings not compliant,in_progress,district_manager
RPT-USR-058-003,USR-058,2025-10-17,inventory_audit,medium,customer_service,Wait times exceed SLA at service desk during weekend peak,resolved,mystery_shopper
RPT-USR-058-004,USR-058,2026-02-03,loss_prevention,high,shrink,Elevated shrink pattern detected near self-checkout area,resolved,loss_prevention
RPT-USR-058-005,USR-058,2026-02-13,loss_prevention,medium,shrink,Elevated shrink pattern detected near self-checkout area,resolved,district_manager
RPT-USR-058-006,USR-058,2026-06-14,safety_audit,low,equipment,Refrigeration unit temperature fluctuation logged in dairy section,in_progress,mystery_shopper
RPT-USR-058-007,USR-058,2026-04-12,mystery_shop,medium,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,resolved,store_manager
RPT-USR-058-008,USR-058,2026-01-10,district_visit,medium,staffing,Insufficient coverage during peak hours — checkout and service desk,resolved,loss_prevention
RPT-USR-058-009,USR-058,2026-03-31,safety_audit,high,shrink,Elevated shrink pattern detected near self-checkout area,resolved,district_manager
RPT-USR-059-001,USR-059,2026-03-02,safety_audit,low,safety,Blocked emergency exit path noted during walkthrough,open,mystery_shopper
RPT-USR-059-002,USR-059,2025-10-18,safety_audit,low,staffing,Insufficient coverage during peak hours — checkout and service desk,resolved,district_manager
RPT-USR-059-003,USR-059,2025-10-05,mystery_shop,medium,shrink,Elevated shrink pattern detected near self-checkout area,open,district_manager
RPT-USR-059-004,USR-059,2026-02-04,loss_prevention,low,signage,Promotional signage expired or missing on endcap displays,resolved,loss_prevention
RPT-USR-059-005,USR-059,2025-11-21,safety_audit,low,safety,Blocked emergency exit path noted during walkthrough,in_progress,store_manager
RPT-USR-059-006,USR-059,2026-04-29,facilities,low,inventory,Cycle count variance exceeds threshold in high-shrink categories,in_progress,loss_prevention
RPT-USR-060-001,USR-060,2026-02-17,district_visit,low,shrink,Elevated shrink pattern detected near self-checkout area,resolved,store_manager
RPT-USR-060-002,USR-060,2025-08-22,mystery_shop,low,staffing,Insufficient coverage during peak hours — checkout and service desk,in_progress,loss_prevention
RPT-USR-060-003,USR-060,2025-10-23,inventory_audit,low,planogram,Shelf tags misaligned with planogram — facings not compliant,open,mystery_shopper
RPT-USR-060-004,USR-060,2025-07-17,loss_prevention,high,planogram,Shelf tags misaligned with planogram — facings not compliant,resolved,district_manager
RPT-USR-060-005,USR-060,2025-11-30,inventory_audit,medium,signage,Promotional signage expired or missing on endcap displays,in_progress,store_manager
RPT-USR-060-006,USR-060,2025-10-30,safety_audit,low,signage,Promotional signage expired or missing on endcap displays,resolved,mystery_shopper
RPT-USR-060-007,USR-060,2025-12-04,district_visit,low,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,open,mystery_shopper
RPT-USR-061-001,USR-061,2026-03-18,inventory_audit,low,inventory,Cycle count variance exceeds threshold in high-shrink categories,resolved,mystery_shopper
RPT-USR-061-002,USR-061,2025-08-18,safety_audit,high,staffing,Insufficient coverage during peak hours — checkout and service desk,in_progress,district_manager
RPT-USR-061-003,USR-061,2026-06-20,loss_prevention,low,equipment,Refrigeration unit temperature fluctuation logged in dairy section,in_progress,mystery_shopper
RPT-USR-061-004,USR-061,2025-12-14,safety_audit,medium,inventory,Cycle count variance exceeds threshold in high-shrink categories,resolved,loss_prevention
RPT-USR-061-005,USR-061,2025-07-26,facilities,low,shrink,Elevated shrink pattern detected near self-checkout area,resolved,mystery_shopper
RPT-USR-061-006,USR-061,2025-09-20,facilities,low,inventory,Cycle count variance exceeds threshold in high-shrink categories,in_progress,district_manager
RPT-USR-061-007,USR-061,2025-11-12,inventory_audit,medium,inventory,Cycle count variance exceeds threshold in high-shrink categories,in_progress,mystery_shopper
RPT-USR-061-008,USR-061,2026-01-27,district_visit,medium,planogram,Shelf tags misaligned with planogram — facings not compliant,in_progress,loss_prevention
RPT-USR-061-009,USR-061,2026-03-25,safety_audit,low,inventory,Cycle count variance exceeds threshold in high-shrink categories,resolved,store_manager
RPT-USR-061-010,USR-061,2025-12-18,district_visit,high,safety,Blocked emergency exit path noted during walkthrough,in_progress,store_manager
RPT-USR-061-011,USR-061,2026-01-12,mystery_shop,high,planogram,Shelf tags misaligned with planogram — facings not compliant,open,district_manager
RPT-USR-061-012,USR-061,2025-09-13,mystery_shop,high,inventory,Cycle count variance exceeds threshold in high-shrink categories,open,district_manager
RPT-USR-061-013,USR-061,2025-09-07,loss_prevention,high,equipment,Refrigeration unit temperature fluctuation logged in dairy section,resolved,mystery_shopper
RPT-USR-062-001,USR-062,2025-12-20,safety_audit,low,staffing,Insufficient coverage during peak hours — checkout and service desk,in_progress,district_manager
RPT-USR-062-002,USR-062,2026-02-11,inventory_audit,medium,planogram,Shelf tags misaligned with planogram — facings not compliant,in_progress,loss_prevention
RPT-USR-062-003,USR-062,2026-02-09,district_visit,low,equipment,Refrigeration unit temperature fluctuation logged in dairy section,open,mystery_shopper
RPT-USR-062-004,USR-062,2025-11-17,safety_audit,medium,planogram,Shelf tags misaligned with planogram — facings not compliant,open,district_manager
RPT-USR-062-005,USR-062,2025-08-08,loss_prevention,medium,planogram,Shelf tags misaligned with planogram — facings not compliant,open,loss_prevention
RPT-USR-062-006,USR-062,2025-09-19,inventory_audit,low,customer_service,Wait times exceed SLA at service desk during weekend peak,open,loss_prevention
RPT-USR-062-007,USR-062,2026-02-09,district_visit,high,safety,Blocked emergency exit path noted during walkthrough,resolved,district_manager
RPT-USR-063-001,USR-063,2025-11-06,loss_prevention,medium,safety,Blocked emergency exit path noted during walkthrough,open,district_manager
RPT-USR-063-002,USR-063,2025-10-27,mystery_shop,low,shrink,Elevated shrink pattern detected near self-checkout area,open,loss_prevention
RPT-USR-063-003,USR-063,2025-06-24,mystery_shop,low,customer_service,Wait times exceed SLA at service desk during weekend peak,open,loss_prevention
RPT-USR-063-004,USR-063,2025-07-29,district_visit,medium,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,open,mystery_shopper
RPT-USR-063-005,USR-063,2025-12-07,inventory_audit,low,planogram,Shelf tags misaligned with planogram — facings not compliant,resolved,store_manager
RPT-USR-063-006,USR-063,2025-07-05,facilities,medium,signage,Promotional signage expired or missing on endcap displays,in_progress,loss_prevention
RPT-USR-063-007,USR-063,2025-09-15,facilities,high,shrink,Elevated shrink pattern detected near self-checkout area,resolved,store_manager
RPT-USR-064-001,USR-064,2025-09-06,safety_audit,medium,staffing,Insufficient coverage during peak hours — checkout and service desk,open,mystery_shopper
RPT-USR-064-002,USR-064,2026-06-08,safety_audit,low,signage,Promotional signage expired or missing on endcap displays,in_progress,district_manager
RPT-USR-064-003,USR-064,2026-01-19,mystery_shop,low,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,open,store_manager
RPT-USR-064-004,USR-064,2025-09-22,safety_audit,low,staffing,Insufficient coverage during peak hours — checkout and service desk,resolved,mystery_shopper
RPT-USR-064-005,USR-064,2025-12-14,safety_audit,low,safety,Blocked emergency exit path noted during walkthrough,in_progress,district_manager
RPT-USR-064-006,USR-064,2025-12-30,district_visit,medium,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,in_progress,store_manager
RPT-USR-064-007,USR-064,2025-11-30,loss_prevention,high,shrink,Elevated shrink pattern detected near self-checkout area,resolved,mystery_shopper
RPT-USR-064-008,USR-064,2026-01-21,safety_audit,medium,safety,Blocked emergency exit path noted during walkthrough,resolved,loss_prevention
RPT-USR-064-009,USR-064,2025-12-21,district_visit,medium,equipment,Refrigeration unit temperature fluctuation logged in dairy section,resolved,loss_prevention
RPT-USR-065-001,USR-065,2026-05-02,loss_prevention,low,equipment,Refrigeration unit temperature fluctuation logged in dairy section,resolved,loss_prevention
RPT-USR-065-002,USR-065,2026-06-11,inventory_audit,low,inventory,Cycle count variance exceeds threshold in high-shrink categories,in_progress,loss_prevention
RPT-USR-065-003,USR-065,2026-01-16,mystery_shop,medium,staffing,Insufficient coverage during peak hours — checkout and service desk,open,district_manager
RPT-USR-065-004,USR-065,2026-05-30,mystery_shop,low,shrink,Elevated shrink pattern detected near self-checkout area,open,loss_prevention
RPT-USR-065-005,USR-065,2025-10-30,district_visit,high,equipment,Refrigeration unit temperature fluctuation logged in dairy section,open,district_manager
RPT-USR-065-006,USR-065,2026-05-19,loss_prevention,high,customer_service,Wait times exceed SLA at service desk during weekend peak,in_progress,district_manager
RPT-USR-065-007,USR-065,2026-05-31,district_visit,low,shrink,Elevated shrink pattern detected near self-checkout area,resolved,mystery_shopper
RPT-USR-065-008,USR-065,2026-04-14,district_visit,low,shrink,Elevated shrink pattern detected near self-checkout area,resolved,loss_prevention
RPT-USR-065-009,USR-065,2025-07-12,mystery_shop,high,shrink,Elevated shrink pattern detected near self-checkout area,open,store_manager
RPT-USR-065-010,USR-065,2025-08-16,inventory_audit,medium,staffing,Insufficient coverage during peak hours — checkout and service desk,in_progress,mystery_shopper
RPT-USR-065-011,USR-065,2026-03-17,loss_prevention,low,safety,Blocked emergency exit path noted during walkthrough,resolved,loss_prevention
RPT-USR-065-012,USR-065,2026-04-19,facilities,high,shrink,Elevated shrink pattern detected near self-checkout area,resolved,loss_prevention
RPT-USR-066-001,USR-066,2025-09-20,mystery_shop,low,signage,Promotional signage expired or missing on endcap displays,open,mystery_shopper
RPT-USR-066-002,USR-066,2026-01-19,inventory_audit,low,shrink,Elevated shrink pattern detected near self-checkout area,in_progress,district_manager
RPT-USR-066-003,USR-066,2026-05-12,mystery_shop,medium,signage,Promotional signage expired or missing on endcap displays,resolved,district_manager
RPT-USR-066-004,USR-066,2026-03-26,loss_prevention,high,planogram,Shelf tags misaligned with planogram — facings not compliant,open,loss_prevention
RPT-USR-066-005,USR-066,2025-07-14,loss_prevention,low,signage,Promotional signage expired or missing on endcap displays,resolved,loss_prevention
RPT-USR-066-006,USR-066,2025-08-09,mystery_shop,high,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,in_progress,store_manager
RPT-USR-066-007,USR-066,2025-07-24,inventory_audit,low,safety,Blocked emergency exit path noted during walkthrough,open,store_manager
RPT-USR-066-008,USR-066,2026-06-07,loss_prevention,low,signage,Promotional signage expired or missing on endcap displays,resolved,district_manager
RPT-USR-066-009,USR-066,2026-06-02,safety_audit,medium,staffing,Insufficient coverage during peak hours — checkout and service desk,open,district_manager
RPT-USR-067-001,USR-067,2026-05-20,district_visit,low,inventory,Cycle count variance exceeds threshold in high-shrink categories,resolved,district_manager
RPT-USR-067-002,USR-067,2026-03-07,loss_prevention,low,inventory,Cycle count variance exceeds threshold in high-shrink categories,in_progress,mystery_shopper
RPT-USR-067-003,USR-067,2025-12-30,mystery_shop,high,shrink,Elevated shrink pattern detected near self-checkout area,open,store_manager
RPT-USR-067-004,USR-067,2025-07-06,facilities,medium,inventory,Cycle count variance exceeds threshold in high-shrink categories,resolved,loss_prevention
RPT-USR-067-005,USR-067,2025-08-13,mystery_shop,low,planogram,Shelf tags misaligned with planogram — facings not compliant,open,store_manager
RPT-USR-067-006,USR-067,2026-04-30,safety_audit,high,staffing,Insufficient coverage during peak hours — checkout and service desk,resolved,store_manager
RPT-USR-067-007,USR-067,2026-01-22,inventory_audit,low,staffing,Insufficient coverage during peak hours — checkout and service desk,resolved,loss_prevention
RPT-USR-067-008,USR-067,2026-01-21,district_visit,medium,signage,Promotional signage expired or missing on endcap displays,in_progress,store_manager
RPT-USR-067-009,USR-067,2026-04-04,loss_prevention,low,planogram,Shelf tags misaligned with planogram — facings not compliant,resolved,store_manager
RPT-USR-068-001,USR-068,2025-11-25,loss_prevention,low,shrink,Elevated shrink pattern detected near self-checkout area,resolved,store_manager
RPT-USR-068-002,USR-068,2026-03-06,district_visit,high,shrink,Elevated shrink pattern detected near self-checkout area,resolved,district_manager
RPT-USR-068-003,USR-068,2026-05-28,loss_prevention,low,shrink,Elevated shrink pattern detected near self-checkout area,in_progress,loss_prevention
RPT-USR-068-004,USR-068,2025-07-08,facilities,high,planogram,Shelf tags misaligned with planogram — facings not compliant,resolved,loss_prevention
RPT-USR-069-001,USR-069,2026-06-16,safety_audit,medium,shrink,Elevated shrink pattern detected near self-checkout area,in_progress,district_manager
RPT-USR-069-002,USR-069,2026-02-09,facilities,high,signage,Promotional signage expired or missing on endcap displays,resolved,loss_prevention
RPT-USR-069-003,USR-069,2026-03-29,facilities,medium,customer_service,Wait times exceed SLA at service desk during weekend peak,open,store_manager
RPT-USR-069-004,USR-069,2026-05-18,inventory_audit,low,safety,Blocked emergency exit path noted during walkthrough,resolved,district_manager
RPT-USR-069-005,USR-069,2025-10-06,district_visit,low,signage,Promotional signage expired or missing on endcap displays,resolved,store_manager
RPT-USR-069-006,USR-069,2025-07-10,mystery_shop,low,shrink,Elevated shrink pattern detected near self-checkout area,in_progress,district_manager
RPT-USR-069-007,USR-069,2026-03-03,facilities,medium,shrink,Elevated shrink pattern detected near self-checkout area,resolved,loss_prevention
RPT-USR-070-001,USR-070,2026-03-26,district_visit,low,signage,Promotional signage expired or missing on endcap displays,resolved,store_manager
RPT-USR-070-002,USR-070,2026-01-25,mystery_shop,low,shrink,Elevated shrink pattern detected near self-checkout area,resolved,loss_prevention
RPT-USR-070-003,USR-070,2025-11-02,loss_prevention,medium,safety,Blocked emergency exit path noted during walkthrough,in_progress,store_manager
RPT-USR-070-004,USR-070,2026-02-17,mystery_shop,low,planogram,Shelf tags misaligned with planogram — facings not compliant,in_progress,mystery_shopper
RPT-USR-070-005,USR-070,2026-01-06,facilities,low,signage,Promotional signage expired or missing on endcap displays,resolved,district_manager
RPT-USR-070-006,USR-070,2026-06-20,safety_audit,low,signage,Promotional signage expired or missing on endcap displays,resolved,mystery_shopper
RPT-USR-070-007,USR-070,2026-03-29,facilities,low,planogram,Shelf tags misaligned with planogram — facings not compliant,resolved,store_manager
RPT-USR-070-008,USR-070,2025-10-03,district_visit,low,safety,Blocked emergency exit path noted during walkthrough,resolved,mystery_shopper
RPT-USR-070-009,USR-070,2025-11-27,loss_prevention,medium,inventory,Cycle count variance exceeds threshold in high-shrink categories,resolved,mystery_shopper
