news_id,store_id,city,state,published_date,headline,summary,event_type,demand_impact,source
NEWS-00815,USR-047,Minneapolis,MN,2026-05-13,Minneapolis grocery store owner charged in $1.14M EBT fraud scheme - CBS News,Minneapolis grocery store owner charged in $1.14M EBT fraud scheme CBS News,local_news,neutral,CBS News
NEWS-00816,USR-047,Minneapolis,MN,2026-04-25,Hungry in the City: How Minneapolis Became Its Own Worst Food Desert - Minneapolis Times,Hungry in the City: How Minneapolis Became Its Own Worst Food Desert Minneapolis Times,local_news,neutral,Minneapolis Times
NEWS-00817,USR-047,Minneapolis,MN,2026-03-20,How a Minneapolis corner store served immigrants hiding from ICE - Sahan Journal,How a Minneapolis corner store served immigrants hiding from ICE Sahan Journal,local_news,neutral,Sahan Journal
NEWS-00818,USR-047,Minneapolis,MN,2026-06-01,Restaurant openings and closings in the Twin Cities - Star Tribune,Restaurant openings and closings in the Twin Cities Star Tribune,new_competitor,neutral,Star Tribune
NEWS-00819,USR-047,Minneapolis,MN,2026-04-17,Minneapolis nonalcoholic bottle shop at risk of closing as alcohol-free drinks become more widely available - CBS News,Minneapolis nonalcoholic bottle shop at risk of closing as alcohol-free drinks become more widely available CBS News,local_news,neutral,CBS News
NEWS-00820,USR-047,Minneapolis,MN,2026-03-30,Easter 2026 Grocery And Retail Hours: What’s Open And Closed In MN - Patch,Easter 2026 Grocery And Retail Hours: What’s Open And Closed In MN Patch,local_news,neutral,Patch
NEWS-00821,USR-047,Minneapolis,MN,2026-04-16,"Marigold, Twin Cities' first and last NA bottle shop, is on the brink of closure - Axios","Marigold, Twin Cities' first and last NA bottle shop, is on the brink of closure Axios",construction,negative,Axios
NEWS-00822,USR-047,Minneapolis,MN,2026-03-05,Minneapolis Craft Market will close its MSP Airport store this month - Bring Me The News,Minneapolis Craft Market will close its MSP Airport store this month Bring Me The News,local_news,neutral,Bring Me The News
NEWS-00823,USR-047,Minneapolis,MN,2026-02-04,The Minnesota Target Workers Who Walked Out Against ICE - The American Prospect,The Minnesota Target Workers Who Walked Out Against ICE The American Prospect,local_news,neutral,The American Prospect
NEWS-00824,USR-048,Buffalo,NY,2025-12-24,"Here’s what stores are open, and which ones are closed, on Christmas - WIVB News 4","Here’s what stores are open, and which ones are closed, on Christmas WIVB News 4",local_news,neutral,WIVB News 4
NEWS-00825,USR-048,Buffalo,NY,2025-12-25,"What’s open on Christmas Day: Holiday hours for fast-food chains, grocery stores, CVS, and more - Fast Company","What’s open on Christmas Day: Holiday hours for fast-food chains, grocery stores, CVS, and more Fast Company",local_news,neutral,Fast Company
NEWS-00826,USR-048,Buffalo,NY,2025-12-23,Will Wegmans be open on Christmas? Here’s what stores will be open and closed - Democrat and Chronicle,Will Wegmans be open on Christmas? Here’s what stores will be open and closed Democrat and Chronicle,local_news,neutral,Democrat and Chronicle
NEWS-00827,USR-048,Buffalo,NY,2025-06-06,Independent pharmacists speak out against pharmacy benefit managers as Rite Aid stores close in WNY - WKBW,Independent pharmacists speak out against pharmacy benefit managers as Rite Aid stores close in WNY WKBW,local_news,neutral,WKBW
NEWS-00828,USR-048,Buffalo,NY,2025-06-02,CVS Pharmacy is closing hundreds of stores nationwide — including one in WNY - The Business Journals,CVS Pharmacy is closing hundreds of stores nationwide — including one in WNY The Business Journals,local_news,neutral,The Business Journals
NEWS-00829,USR-048,Buffalo,NY,2024-07-11,CVS to close another location - WGRZ,CVS to close another location WGRZ,local_news,neutral,WGRZ
NEWS-00830,USR-048,Buffalo,NY,2026-05-03,"New grocery store opens, aims to boost food access on Buffalo's East Side - WGRZ","New grocery store opens, aims to boost food access on Buffalo's East Side WGRZ",local_news,neutral,WGRZ
NEWS-00831,USR-048,Buffalo,NY,2026-03-18,CCE promotes Buffalo’s well-being with healthy community stores - Cornell Chronicle,CCE promotes Buffalo’s well-being with healthy community stores Cornell Chronicle,local_news,neutral,Cornell Chronicle
NEWS-00832,USR-048,Buffalo,NY,2025-12-02,NY grocery inspections reveal violations. How did Trader Joe's do in Ithaca? - The Ithaca Journal,NY grocery inspections reveal violations. How did Trader Joe's do in Ithaca? The Ithaca Journal,local_news,neutral,The Ithaca Journal
NEWS-00833,USR-048,Buffalo,NY,2026-02-16,Liquor now added as part of continued push for sale of wine at grocery stores across New York - Audacy,Liquor now added as part of continued push for sale of wine at grocery stores across New York Audacy,local_news,neutral,Audacy
NEWS-00834,USR-048,Buffalo,NY,2026-04-06,"Two grocers dominate market as Costco prepares arrival, Trader Joe's expands - The Business Journals","Two grocers dominate market as Costco prepares arrival, Trader Joe's expands The Business Journals",local_news,neutral,The Business Journals
NEWS-00835,USR-048,Buffalo,NY,2025-09-29,'We do need a drug store': Buffalo residents struggle as 16 former Rite Aid stores remain vacant - WKBW,'We do need a drug store': Buffalo residents struggle as 16 former Rite Aid stores remain vacant WKBW,local_news,neutral,WKBW
NEWS-00836,USR-048,Buffalo,NY,2026-05-14,'A sad sight': Save A Lot in Buffalo closes for good - WKBW,'A sad sight': Save A Lot in Buffalo closes for good WKBW,local_news,neutral,WKBW
NEWS-00837,USR-048,Buffalo,NY,2025-11-25,Iconic Buffalo area retailer George and Company closing up shop - WGRZ,Iconic Buffalo area retailer George and Company closing up shop WGRZ,local_news,neutral,WGRZ
NEWS-00838,USR-048,Buffalo,NY,2026-01-27,Major retailer closes location at prominent Upstate NY mall - Syracuse.com,Major retailer closes location at prominent Upstate NY mall Syracuse.com,local_news,neutral,Syracuse.com
NEWS-00839,USR-048,Buffalo,NY,2025-12-09,124-year-old novelty and gift shop to close - Buffalo Business First - The Business Journals,124-year-old novelty and gift shop to close - Buffalo Business First The Business Journals,local_news,neutral,The Business Journals
NEWS-00840,USR-048,Buffalo,NY,2025-09-25,"Why struggling Starbucks is closing stores, laying off hundreds of workers - San Antonio Express-News","Why struggling Starbucks is closing stores, laying off hundreds of workers San Antonio Express-News",local_news,neutral,San Antonio Express-News
NEWS-00841,USR-048,Buffalo,NY,2026-02-04,"Eddie Bauer to declare bankruptcy, close two stores in Western New York - Buffalo News","Eddie Bauer to declare bankruptcy, close two stores in Western New York Buffalo News",local_news,neutral,Buffalo News
NEWS-00842,USR-049,Rochester,NY,2026-04-06,"Some eye drops sold at Walgreens, CVS, and other stores recalled - WHEC.com","Some eye drops sold at Walgreens, CVS, and other stores recalled WHEC.com",local_news,neutral,WHEC.com
NEWS-00843,USR-049,Rochester,NY,2026-01-27,"As Walgreens Mulls Its Real Estate Options, Could It Downsize And Convert Its Drugstores Into Mini-Strip Malls? - Substack","As Walgreens Mulls Its Real Estate Options, Could It Downsize And Convert Its Drugstores Into Mini-Strip Malls? Substack",local_news,neutral,Substack
NEWS-00844,USR-049,Rochester,NY,2024-10-09,5 Walgreens stores set to close in Rochester area - 13wham.com,5 Walgreens stores set to close in Rochester area 13wham.com,local_news,neutral,13wham.com
NEWS-00845,USR-049,Rochester,NY,2024-10-08,Five Rochester Walgreens now slated to close in November as three added to the list - Democrat and Chronicle,Five Rochester Walgreens now slated to close in November as three added to the list Democrat and Chronicle,local_news,neutral,Democrat and Chronicle
NEWS-00846,USR-049,Rochester,NY,2024-10-07,Five Rochester area Walgreens set to close doors - RochesterFirst,Five Rochester area Walgreens set to close doors RochesterFirst,local_news,neutral,RochesterFirst
NEWS-00847,USR-049,Rochester,NY,2025-05-17,More Walgreens stores closing in NY: See the list - Yahoo Finance,More Walgreens stores closing in NY: See the list Yahoo Finance,local_news,neutral,Yahoo Finance
NEWS-00848,USR-049,Rochester,NY,2026-04-22,New grocery store planned for downtown Rochester - WHEC.com,New grocery store planned for downtown Rochester WHEC.com,local_news,neutral,WHEC.com
NEWS-00849,USR-049,Rochester,NY,2026-04-24,Planned downtown Rochester grocery store aims to fill longstanding food gap - 13wham.com,Planned downtown Rochester grocery store aims to fill longstanding food gap 13wham.com,local_news,neutral,13wham.com
NEWS-00850,USR-049,Rochester,NY,2026-04-22,New grocery store coming to downtown Rochester - Democrat and Chronicle,New grocery store coming to downtown Rochester Democrat and Chronicle,local_news,neutral,Democrat and Chronicle
NEWS-00851,USR-049,Rochester,NY,2026-04-21,Small grocery planned for downtown Rochester - Rochester Business Journal,Small grocery planned for downtown Rochester Rochester Business Journal,local_news,neutral,Rochester Business Journal
NEWS-00852,USR-049,Rochester,NY,2026-05-21,Wegmans reveals new Charlotte grocery store’s opening date. See first look inside - Charlotte Observer,Wegmans reveals new Charlotte grocery store’s opening date. See first look inside Charlotte Observer,new_competitor,neutral,Charlotte Observer
NEWS-00853,USR-049,Rochester,NY,2026-03-26,Lawmakers look to attract grocers to food deserts across New York - WXXI News,Lawmakers look to attract grocers to food deserts across New York WXXI News,local_news,neutral,WXXI News
NEWS-00854,USR-049,Rochester,NY,2026-06-16,"Outdoor retail chain files for bankruptcy, will close 2 stores in Upstate NY - Syracuse.com","Outdoor retail chain files for bankruptcy, will close 2 stores in Upstate NY Syracuse.com",local_news,neutral,Syracuse.com
NEWS-00855,USR-049,Rochester,NY,2026-02-23,Eastview Mall’s Eddie Bauer store to shut down in April - RochesterFirst,Eastview Mall’s Eddie Bauer store to shut down in April RochesterFirst,local_news,neutral,RochesterFirst
NEWS-00856,USR-049,Rochester,NY,2025-12-30,17 Rochester businesses that shut down in 2025. See list - Democrat and Chronicle,17 Rochester businesses that shut down in 2025. See list Democrat and Chronicle,local_news,neutral,Democrat and Chronicle
NEWS-00857,USR-049,Rochester,NY,2025-11-26,Thanksgiving shopping: Hours for the Rochester Public Market and grocery stores - WHEC.com,Thanksgiving shopping: Hours for the Rochester Public Market and grocery stores WHEC.com,local_news,neutral,WHEC.com
NEWS-00858,USR-049,Rochester,NY,2025-10-13,Metro Mattress is closing stores and winding down operations: See the list of locations that will shutter - Fast Company,Metro Mattress is closing stores and winding down operations: See the list of locations that will shutter Fast Company,local_news,neutral,Fast Company
NEWS-00859,USR-049,Rochester,NY,2026-01-20,GameStop closing about 30 New York stores as nationwide purge mounts due to falling sales - New York Post,GameStop closing about 30 New York stores as nationwide purge mounts due to falling sales New York Post,local_news,neutral,New York Post
NEWS-00860,USR-050,Spokane,WA,2026-04-01,What's open and closed on Easter 2026: Full list - krem.com,What's open and closed on Easter 2026: Full list krem.com,local_news,neutral,krem.com
NEWS-00861,USR-050,Spokane,WA,2026-01-15,New grocery store envisioned on South Hill - Spokane Journal of Business,New grocery store envisioned on South Hill Spokane Journal of Business,local_news,neutral,Spokane Journal of Business
NEWS-00862,USR-050,Spokane,WA,2025-12-24,"What's open on Christmas Eve, Day in Washington? - MyNorthwest.com","What's open on Christmas Eve, Day in Washington? MyNorthwest.com",local_news,neutral,MyNorthwest.com
NEWS-00863,USR-050,Spokane,WA,2025-05-31,Spokane's Upper South Hill prepares for incoming Home Depot - NonStop Local KHQ,Spokane's Upper South Hill prepares for incoming Home Depot NonStop Local KHQ,local_news,neutral,NonStop Local KHQ
NEWS-00864,USR-050,Spokane,WA,2025-06-12,Home Depot celebrates grand opening on Spokane's South Hill - KXLY.com,Home Depot celebrates grand opening on Spokane's South Hill KXLY.com,new_competitor,neutral,KXLY.com
NEWS-00865,USR-050,Spokane,WA,2022-06-01,"Home Depot Fire Arrest - City of Spokane, Washington","Home Depot Fire Arrest City of Spokane, Washington",local_news,neutral,"City of Spokane, Washington"
NEWS-00866,USR-050,Spokane,WA,2026-02-19,New food bank offers a grocery shopping experience for Spokane families - KXLY.com,New food bank offers a grocery shopping experience for Spokane families KXLY.com,local_news,neutral,KXLY.com
NEWS-00867,USR-050,Spokane,WA,2026-01-19,City records show new grocery store planned for Spokane's South Hill - krem.com,City records show new grocery store planned for Spokane's South Hill krem.com,local_news,neutral,krem.com
NEWS-00868,USR-050,Spokane,WA,2025-11-13,Permit records indicate new Trader Joe's store coming to Spokane Valley - NonStop Local KHQ,Permit records indicate new Trader Joe's store coming to Spokane Valley NonStop Local KHQ,local_news,neutral,NonStop Local KHQ
NEWS-00869,USR-050,Spokane,WA,2026-01-08,"Legislation would let WA cities run grocery stores, use eminent domain - The Center Square","Legislation would let WA cities run grocery stores, use eminent domain The Center Square",local_news,neutral,The Center Square
NEWS-00870,USR-050,Spokane,WA,2026-03-25,Powerball ticket sold at Eastern Washington grocery store wins big. Here’s where - Tri-City Herald,Powerball ticket sold at Eastern Washington grocery store wins big. Here’s where Tri-City Herald,local_news,neutral,Tri-City Herald
NEWS-00871,USR-050,Spokane,WA,2026-06-17,West Marine closing five Washington stores after filing for bankruptcy - Kitsap Sun,West Marine closing five Washington stores after filing for bankruptcy Kitsap Sun,local_news,neutral,Kitsap Sun
NEWS-00872,USR-050,Spokane,WA,2026-04-06,Spokane-area bike shop peddles off into the sunset - The Spokesman-Review,Spokane-area bike shop peddles off into the sunset The Spokesman-Review,local_news,neutral,The Spokesman-Review
NEWS-00873,USR-050,Spokane,WA,2025-10-15,Popular outdoor retailer closing 3 stores in 2026 - krem.com,Popular outdoor retailer closing 3 stores in 2026 krem.com,local_news,neutral,krem.com
NEWS-00874,USR-050,Spokane,WA,2025-09-02,Major Retail Chains Closing Stores in Washington State This September - NEWStalk 870,Major Retail Chains Closing Stores in Washington State This September NEWStalk 870,local_news,neutral,NEWStalk 870
NEWS-00875,USR-050,Spokane,WA,2025-11-19,Richland furniture gallery closing down - Tri-Cities Area Journal of Business,Richland furniture gallery closing down Tri-Cities Area Journal of Business,local_news,neutral,Tri-Cities Area Journal of Business
NEWS-00876,USR-050,Spokane,WA,2026-03-10,Grocery Outlet is announcing store closures. How many are in WA? - Kitsap Sun,Grocery Outlet is announcing store closures. How many are in WA? Kitsap Sun,construction,negative,Kitsap Sun
NEWS-00877,USR-050,Spokane,WA,2025-02-10,"Spokane man accused of $22K Home Depot & Lowe’s theft scheme, police say","SPOKANE, Wash. — A Spokane man has been accused of orchestrating a series of retail thefts and fraudulent transactions at multiple Home Depot and Lowe’s locations across Spokane County, police said.",local_news,neutral,bing.com
NEWS-00878,USR-050,Spokane,WA,2025-05-27,Spokane's newest Home Depot just weeks from opening,"SPOKANE, Wash. - Spokane's newest Home Depot is getting close to opening its doors. The new store on South Regal will officially open June 12. The store is at 4515 South Regal. The site has been ...",new_competitor,neutral,bing.com
NEWS-00879,USR-050,Spokane,WA,2024-06-25,Home Depot to replace Shopko on South Hill,"SOUTH HILL, Wash — Demolition has started at the Shopko on Regal St. on South Hill, and a handy replacement will be Home Depot. Tom Kearney said he's been accustomed to change in the close to five ...",local_news,neutral,bing.com
NEWS-00880,USR-051,Tulsa,OK,2026-04-10,"City shares progress update on new shopping centers in north, south Broken Arrow - fox23.com","City shares progress update on new shopping centers in north, south Broken Arrow fox23.com",local_news,neutral,fox23.com
NEWS-00881,USR-051,Tulsa,OK,2025-11-20,Early Black Friday deals and store hours: What shoppers need to know - News On 6,Early Black Friday deals and store hours: What shoppers need to know News On 6,local_news,neutral,News On 6
NEWS-00882,USR-051,Tulsa,OK,2025-11-11,When do Black Friday sales start and end in Oklahoma? Here's when to go - The Oklahoman,When do Black Friday sales start and end in Oklahoma? Here's when to go The Oklahoman,local_news,neutral,The Oklahoman
NEWS-00883,USR-051,Tulsa,OK,2026-05-24,What is — and isn’t — open for Memorial Day 2026? - KFOR.com,What is — and isn’t — open for Memorial Day 2026? KFOR.com,local_news,neutral,KFOR.com
NEWS-00884,USR-051,Tulsa,OK,2025-11-26,Check out what's opened and closed in Oklahoma on Thanksgiving Day - KOCO,Check out what's opened and closed in Oklahoma on Thanksgiving Day KOCO,local_news,neutral,KOCO
NEWS-00885,USR-051,Tulsa,OK,2026-01-31,Shop the best Presidents Day sales 2026 happening right now - USA Today,Shop the best Presidents Day sales 2026 happening right now USA Today,local_news,neutral,USA Today
NEWS-00886,USR-051,Tulsa,OK,2026-04-12,New nonprofit grocery store brings fresh food to a Tulsa neighborhood - News On 6,New nonprofit grocery store brings fresh food to a Tulsa neighborhood News On 6,local_news,neutral,News On 6
NEWS-00887,USR-051,Tulsa,OK,2026-04-07,Nonprofit grocery store to open in northeast Tulsa food desert - The Journal Record,Nonprofit grocery store to open in northeast Tulsa food desert The Journal Record,local_news,neutral,The Journal Record
NEWS-00888,USR-051,Tulsa,OK,2026-04-14,“Bazaar” micro-grocery opens in northeast Tulsa’s Dawson neighborhood - KTUL,“Bazaar” micro-grocery opens in northeast Tulsa’s Dawson neighborhood KTUL,local_news,neutral,KTUL
NEWS-00889,USR-051,Tulsa,OK,2026-03-02,Oasis to open Tulsa’s first downtown grocery store in a decade - Tulsa Flyer,Oasis to open Tulsa’s first downtown grocery store in a decade Tulsa Flyer,local_news,neutral,Tulsa Flyer
NEWS-00890,USR-051,Tulsa,OK,2026-04-11,'BAZAAR' grocery officially opens in North Tulsa - 2 News Oklahoma KJRH Tulsa,'BAZAAR' grocery officially opens in North Tulsa 2 News Oklahoma KJRH Tulsa,local_news,neutral,2 News Oklahoma KJRH Tulsa
NEWS-00891,USR-051,Tulsa,OK,2026-05-09,Tulsa grocery store to participate in Double Up Oklahoma program - fox23.com,Tulsa grocery store to participate in Double Up Oklahoma program fox23.com,local_news,neutral,fox23.com
NEWS-00892,USR-051,Tulsa,OK,2026-04-25,"Tuesday Morning closing all stores, sale signs up in Tulsa - fox23.com","Tuesday Morning closing all stores, sale signs up in Tulsa fox23.com",local_news,neutral,fox23.com
NEWS-00893,USR-051,Tulsa,OK,2026-02-10,Saks Global to shutter 9 full-line stores - Retail Dive,Saks Global to shutter 9 full-line stores Retail Dive,local_news,neutral,Retail Dive
NEWS-00894,USR-051,Tulsa,OK,2026-01-14,"GameStop closing hundreds of stores across US, Oklahoma in January 2026. See list. - The Oklahoman","GameStop closing hundreds of stores across US, Oklahoma in January 2026. See list. The Oklahoman",local_news,neutral,The Oklahoman
NEWS-00895,USR-051,Tulsa,OK,2026-01-27,Amazon is closing all Amazon Fresh and Amazon Go stores - CSP Daily News,Amazon is closing all Amazon Fresh and Amazon Go stores CSP Daily News,local_news,neutral,CSP Daily News
NEWS-00896,USR-051,Tulsa,OK,2026-02-12,These 8 Saks Fifth Avenue Stores Are Closing - nationaljeweler.com,These 8 Saks Fifth Avenue Stores Are Closing nationaljeweler.com,local_news,neutral,nationaljeweler.com
NEWS-00897,USR-051,Tulsa,OK,2026-02-11,Saks to close Utica Square Tulsa store in nationwide reorganization - News On 6,Saks to close Utica Square Tulsa store in nationwide reorganization News On 6,local_news,neutral,News On 6
NEWS-00898,USR-052,Honolulu,HI,2025-11-27,Black Friday: What time do stores open? - Hawaii News Now,Black Friday: What time do stores open? Hawaii News Now,local_news,neutral,Hawaii News Now
NEWS-00899,USR-052,Honolulu,HI,2026-05-18,Bank of Hawaii buys Chinatown parking garage for $16.5M for employee parking - The Business Journals,Bank of Hawaii buys Chinatown parking garage for $16.5M for employee parking The Business Journals,local_news,neutral,The Business Journals
NEWS-00900,USR-052,Honolulu,HI,2026-03-01,Hawaii: Oahu Dairy-Free Restaurant Guide (Recommendations by City) - Go Dairy Free,Hawaii: Oahu Dairy-Free Restaurant Guide (Recommendations by City) Go Dairy Free,local_news,neutral,Go Dairy Free
NEWS-00901,USR-052,Honolulu,HI,2026-05-07,"After years of testing women's workwear, these are the brands our editors keep wearing on repeat - Business Insider","After years of testing women's workwear, these are the brands our editors keep wearing on repeat Business Insider",local_news,neutral,Business Insider
NEWS-00902,USR-052,Honolulu,HI,2025-12-22,"Here’s what stores are open, and which ones are closed, on Christmas - Hawaii News Now","Here’s what stores are open, and which ones are closed, on Christmas Hawaii News Now",local_news,neutral,Hawaii News Now
NEWS-00903,USR-052,Honolulu,HI,2025-08-04,6 Old-Timey General Stores In Hawaii - WorldAtlas,6 Old-Timey General Stores In Hawaii WorldAtlas,local_news,neutral,WorldAtlas
NEWS-00904,USR-052,Honolulu,HI,2026-02-21,New Korean grocery store open in Honolulu - Aloha State Daily,New Korean grocery store open in Honolulu Aloha State Daily,local_news,neutral,Aloha State Daily
NEWS-00905,USR-052,Honolulu,HI,2025-10-20,"Farm Link Hawaii to open first physical grocery store and deli, expanding beyond online marketplace - The Business Journals","Farm Link Hawaii to open first physical grocery store and deli, expanding beyond online marketplace The Business Journals",local_news,neutral,The Business Journals
NEWS-00906,USR-052,Honolulu,HI,2025-11-06,PHOTOS: Take a look inside Honolulu’s new Korean CU store - KHON2,PHOTOS: Take a look inside Honolulu’s new Korean CU store KHON2,local_news,neutral,KHON2
NEWS-00907,USR-052,Honolulu,HI,2025-12-08,10 U.S. States With the Highest Grocery Bills - WorldAtlas,10 U.S. States With the Highest Grocery Bills WorldAtlas,local_news,neutral,WorldAtlas
NEWS-00908,USR-052,Honolulu,HI,2025-08-19,Hawaii Food Prices Leave Visitors Wondering How Anyone Affords It - Beat of Hawaii,Hawaii Food Prices Leave Visitors Wondering How Anyone Affords It Beat of Hawaii,local_news,neutral,Beat of Hawaii
NEWS-00909,USR-052,Honolulu,HI,2026-04-03,Easter Sunday store closures in Hawai’i impact shoppers - KHON2,Easter Sunday store closures in Hawai’i impact shoppers KHON2,construction,negative,KHON2
NEWS-00910,USR-052,Honolulu,HI,2026-03-06,Neiman Marcus store at Ala Moana Center to close - Honolulu Star-Advertiser,Neiman Marcus store at Ala Moana Center to close Honolulu Star-Advertiser,local_news,neutral,Honolulu Star-Advertiser
NEWS-00911,USR-052,Honolulu,HI,2026-01-29,Honolulu store among dozens to close by luxury retailer - Hawaii News Now,Honolulu store among dozens to close by luxury retailer Hawaii News Now,local_news,neutral,Hawaii News Now
NEWS-00912,USR-052,Honolulu,HI,2026-03-06,"Saks closing Neiman Marcus anchor at Ala Moana Center, exiting Hawaii market - The Business Journals","Saks closing Neiman Marcus anchor at Ala Moana Center, exiting Hawaii market The Business Journals",local_news,neutral,The Business Journals
NEWS-00913,USR-052,Honolulu,HI,2026-02-11,New York duty-free store to replace DFS at Hawaii airports - KITV,New York duty-free store to replace DFS at Hawaii airports KITV,local_news,neutral,KITV
NEWS-00914,USR-052,Honolulu,HI,2026-01-09,183 employees to be laid off as duty-free store exits Hawaii - SFGATE,183 employees to be laid off as duty-free store exits Hawaii SFGATE,local_news,neutral,SFGATE
NEWS-00915,USR-053,New York,NY,2026-05-11,Retailers Are Making Expensive Bets That Shoppers Still Want to Go to Stores - The New York Times,Retailers Are Making Expensive Bets That Shoppers Still Want to Go to Stores The New York Times,local_news,neutral,The New York Times
NEWS-00916,USR-053,New York,NY,2026-03-26,Dollar General store count by state U.S. 2026 - Statista,Dollar General store count by state U.S. 2026 Statista,local_news,neutral,Statista
NEWS-00917,USR-053,New York,NY,2026-05-25,Dollar General roll outs Costco-like layout at all locations to enhance shopping experience - New York Post,Dollar General roll outs Costco-like layout at all locations to enhance shopping experience New York Post,local_news,neutral,New York Post
NEWS-00918,USR-053,New York,NY,2026-02-02,Here are the retailers with the most store openings and closures planned for 2026 - CNBC,Here are the retailers with the most store openings and closures planned for 2026 CNBC,construction,negative,CNBC
NEWS-00919,USR-053,New York,NY,2026-03-10,Getting your money’s worth at dollar discount stores - www.advertisernewssouth.com,Getting your money’s worth at dollar discount stores www.advertisernewssouth.com,local_news,neutral,www.advertisernewssouth.com
NEWS-00920,USR-053,New York,NY,2025-11-24,Here's what stores are open and closed on Thanksgiving Day 2025 - Business Insider,Here's what stores are open and closed on Thanksgiving Day 2025 Business Insider,local_news,neutral,Business Insider
NEWS-00921,USR-053,New York,NY,2026-06-23,Montreal cop killed after rampaging incel gunman ambushed officers in heavily Jewish neighborhood - New York Post,Montreal cop killed after rampaging incel gunman ambushed officers in heavily Jewish neighborhood New York Post,local_news,neutral,New York Post
NEWS-00922,USR-053,New York,NY,2026-06-20,The Mayor Who Loves Bodegas Is Building Taxpayer-Funded Competitors - Reason Magazine,The Mayor Who Loves Bodegas Is Building Taxpayer-Funded Competitors Reason Magazine,new_competitor,neutral,Reason Magazine
NEWS-00923,USR-053,New York,NY,2026-06-17,"The Bronx will get first city-owned grocery store, Mamdani says - Gothamist","The Bronx will get first city-owned grocery store, Mamdani says Gothamist",local_news,neutral,Gothamist
NEWS-00924,USR-053,New York,NY,2026-06-21,Blake Lively grocery shops while former BFF Taylor Swift throws bachelorette party with closest pals - Page Six,Blake Lively grocery shops while former BFF Taylor Swift throws bachelorette party with closest pals Page Six,local_news,neutral,Page Six
NEWS-00925,USR-053,New York,NY,2026-06-21,NYC Mayor’s city-owned grocery store plans moving forward - PIX11,NYC Mayor’s city-owned grocery store plans moving forward PIX11,local_news,neutral,PIX11
NEWS-00926,USR-053,New York,NY,2026-06-14,New York’s independent grocery stores face steep price disparities. A recent bill seeks to change that. - Columbia Daily Spectator,New York’s independent grocery stores face steep price disparities. A recent bill seeks to change that. Columbia Daily Spectator,local_news,neutral,Columbia Daily Spectator
NEWS-00927,USR-053,New York,NY,2026-06-09,The Joy of Shopping in Los Angeles - The New York Times,The Joy of Shopping in Los Angeles The New York Times,local_news,neutral,The New York Times
NEWS-00928,USR-053,New York,NY,2026-06-18,"Disney Store Times Square: New Arrivals, Exclusives, and Events - Disney Parks Blog","Disney Store Times Square: New Arrivals, Exclusives, and Events Disney Parks Blog",local_news,neutral,Disney Parks Blog
NEWS-00929,USR-053,New York,NY,2025-12-09,Reporter’s notebook: New York City’s last department stores - Retail Dive,Reporter’s notebook: New York City’s last department stores Retail Dive,local_news,neutral,Retail Dive
NEWS-00930,USR-053,New York,NY,2026-06-03,Ulta Beauty inks $400M Times Square lease at Jeff Sutton’s 1551 Broadway - The Real Deal,Ulta Beauty inks $400M Times Square lease at Jeff Sutton’s 1551 Broadway The Real Deal,construction,negative,The Real Deal
NEWS-00931,USR-053,New York,NY,2026-05-24,"Here’s which retailers, grocery stores and pharmacies are open and closed on Memorial Day - New York Post","Here’s which retailers, grocery stores and pharmacies are open and closed on Memorial Day New York Post",local_news,neutral,New York Post
NEWS-00932,USR-053,New York,NY,2026-04-14,Major Convenience Store Shakeup Could Affect NYC - Patch,Major Convenience Store Shakeup Could Affect NYC Patch,local_news,neutral,Patch
NEWS-00933,USR-053,New York,NY,2026-06-17,"Dollar General answers customer inflation woes by pricing down over 2,000 items to just $1 or less","Customers now have a plethora of cheap gets at $1 or less including food, as Dollar General grows its frozen aisle.",local_news,neutral,bing.com
NEWS-00934,USR-053,New York,NY,2026-04-29,"Kevel, Dollar General and The Trade Desk Introduce First-of-its-Kind Retail Media Solution","Durham, North Carolina, April 30, 2026 (GLOBE NEWSWIRE)-- New solution delivers full-funnel media activation and unified measurement across the entire path to purchase Kevel, the leading provider of ...",local_news,neutral,bing.com
NEWS-00935,USR-054,Los Angeles,CA,2026-05-01,The Cheapest Grocery Store to Buy Great Flowers (Roses for Less Than $1 Each!) - The Kitchn,The Cheapest Grocery Store to Buy Great Flowers (Roses for Less Than $1 Each!) The Kitchn,local_news,neutral,The Kitchn
NEWS-00936,USR-054,Los Angeles,CA,2025-11-27,What's open and closed on Thanksgiving this year - LiveNOW from FOX,What's open and closed on Thanksgiving this year LiveNOW from FOX,local_news,neutral,LiveNOW from FOX
NEWS-00937,USR-054,Los Angeles,CA,2026-04-04,Easter 2026 Grocery And Retail Hours: What’s Open And Closed In CA - Patch,Easter 2026 Grocery And Retail Hours: What’s Open And Closed In CA Patch,local_news,neutral,Patch
NEWS-00938,USR-054,Los Angeles,CA,2026-04-02,What stores are open and closed on Easter Sunday in California? - The Desert Sun,What stores are open and closed on Easter Sunday in California? The Desert Sun,local_news,neutral,The Desert Sun
NEWS-00939,USR-054,Los Angeles,CA,2026-01-21,Major retailer announces store closures in California - KTLA,Major retailer announces store closures in California KTLA,construction,negative,KTLA
NEWS-00940,USR-054,Los Angeles,CA,2025-11-28,Sam's Club shopper sparks uproar buying all the store's rotisserie chickens — until her surprising reason is revealed - New York Post,Sam's Club shopper sparks uproar buying all the store's rotisserie chickens — until her surprising reason is revealed New York Post,local_news,neutral,New York Post
