sku_id,store_id,category,product_name,description,attributes,brand_type,in_stock,price_tier,unit_price,pack_size,aisle_zone,facings,weekly_units_sold,margin_pct,upc,vendor
SKU-USR-046-008,USR-046,Snacks,Protein Trail Mix Grab & Go,"Almonds, cashews, dried cranberries — 10g protein per serving.",premium,national,True,premium,80.54,10 oz,Aisle 14 — Impulse / Endcap,3,17,0.107,234189524515,National Brands Co
SKU-USR-046-009,USR-046,Beverages,Cola 2-Liter Bottle,Classic cola — promotional multipack available.,value,national,False,value,12.82,2-liter,Aisle 2–3 — Cooler & Shelf,2,49,0.259,202952277870,Global Consumer Goods
SKU-USR-046-010,USR-046,Snacks,Classic Potato Chips Family Size,Crispy kettle chips — original sea salt flavor.,value,national,True,value,6.45,12 oz,Aisle 14 — Impulse / Endcap,3,52,0.229,211911452208,National Brands Co
SKU-USR-046-011,USR-046,Fresh Produce,Organic Baby Spinach 5oz,Triple washed organic greens — salad ready.,"organic,premium",national,True,premium,70.26,8 oz,Produce Section — Front Perimeter,5,24,0.094,512307784697,Regional Foods LLC
SKU-USR-046-012,USR-046,Grocery,Value White Bread,Soft sandwich bread — family pack at everyday low price.,value,national,True,value,7.94,24 ct,Aisle 4–12 — Center Store,3,43,0.141,811830764325,Regional Foods LLC
SKU-USR-046-013,USR-046,Grocery,Organic Whole Grain Bread,Artisan loaf baked daily with organic whole wheat flour.,"organic,premium",national,True,premium,20.02,10 oz,Aisle 4–12 — Center Store,4,23,0.244,653189609013,Global Consumer Goods
SKU-USR-046-014,USR-046,Household,Concentrated Laundry Detergent,HE compatible — 64 load bottle.,value,national,True,value,11.65,12 oz,Aisle 15–17 — Household,3,46,0.085,363279292965,Regional Foods LLC
SKU-USR-047-001,USR-047,Dairy,Organic Greek Yogurt 4-Pack,"Thick strained yogurt, live cultures, no artificial sweeteners.","organic,premium",regional,True,premium,24.97,8 oz,Aisle 1 — Cooler Wall,1,13,0.242,488121607165,Global Consumer Goods
SKU-USR-047-002,USR-047,Fresh Produce,Organic Heirloom Tomatoes,Peak-season produce — local farm partner.,"organic,seasonal,premium",regional,True,premium,25.29,4-pack,Produce Section — Front Perimeter,3,17,0.25,447262662479,National Brands Co
SKU-USR-047-003,USR-047,Grocery,Organic Whole Grain Bread,Artisan loaf baked daily with organic whole wheat flour.,"organic,premium",national,True,premium,88.15,8 oz,Aisle 4–12 — Center Store,2,16,0.143,787350986800,National Brands Co
SKU-USR-047-004,USR-047,Frozen,Premium Ice Cream Pint,Super-premium butterfat — limited edition flavor.,premium,national,True,premium,78.98,2 lb,Aisle 23–25 — Freezer Bank,5,17,0.231,167233122074,Global Consumer Goods
SKU-USR-047-005,USR-047,Grocery,Value White Bread,Soft sandwich bread — family pack at everyday low price.,value,national,True,value,10.39,12 oz,Aisle 4–12 — Center Store,2,38,0.202,992204699656,Regional Foods LLC
SKU-USR-047-006,USR-047,Health & Beauty,Organic Lip Balm 3-Pack,Beeswax and coconut oil — USDA organic.,"organic,premium",national,True,premium,79.81,4-pack,Aisle 18–22 — HBC,4,21,0.129,668309532345,Global Consumer Goods
SKU-USR-047-007,USR-047,Health & Beauty,Value Shampoo Family Size,Everyday clean formula — large bottle value pack.,value,national,True,value,11.86,24 ct,Aisle 18–22 — HBC,1,44,0.264,751779847444,Global Consumer Goods
SKU-USR-047-008,USR-047,Snacks,Classic Potato Chips Family Size,Crispy kettle chips — original sea salt flavor.,value,national,True,value,7.21,2-liter,Aisle 14 — Impulse / Endcap,2,35,0.114,633357195075,National Brands Co
SKU-USR-047-009,USR-047,Household,Paper Towels 8-Roll Pack,Absorbent sheets — store brand savings.,"private_label,value",private_label,True,value,12.54,1 lb,Aisle 15–17 — Household,4,46,0.399,451372870376,Whole Foods DC
SKU-USR-047-010,USR-047,Health & Beauty,Sensitive Skin Moisturizer,Dermatologist tested — fragrance free daily lotion.,premium,national,True,premium,81.55,32 oz,Aisle 18–22 — HBC,3,21,0.231,538593667808,Regional Foods LLC
SKU-USR-047-011,USR-047,Household,Concentrated Laundry Detergent,HE compatible — 64 load bottle.,value,national,True,value,3.5,16 oz,Aisle 15–17 — Household,3,52,0.14,201953314847,National Brands Co
SKU-USR-047-012,USR-047,Frozen,Frozen Vegetable Stir-Fry Blend,"Broccoli, peppers, snap peas — steam in bag.",value,national,False,value,4.98,12 oz,Aisle 23–25 — Freezer Bank,5,43,0.218,125900664422,Regional Foods LLC
SKU-USR-047-013,USR-047,Beverages,Cold Brew Coffee Concentrate,Ready-to-drink cold brew — premium arabica beans.,premium,national,True,premium,74.54,32 oz,Aisle 2–3 — Cooler & Shelf,2,22,0.267,905357472112,National Brands Co
SKU-USR-047-014,USR-047,Snacks,Protein Trail Mix Grab & Go,"Almonds, cashews, dried cranberries — 10g protein per serving.",premium,regional,True,premium,86.72,2 lb,Aisle 14 — Impulse / Endcap,1,24,0.232,701393767585,National Brands Co
SKU-USR-047-015,USR-047,Grocery,Gluten-Free Multigrain Loaf,Certified gluten-free bread with seeds and ancient grains.,"gluten_free,premium",national,True,premium,64.55,8 oz,Aisle 4–12 — Center Store,2,14,0.205,809442950147,Global Consumer Goods
SKU-USR-048-001,USR-048,Grocery,Gluten-Free Multigrain Loaf,Certified gluten-free bread with seeds and ancient grains.,"gluten_free,premium",national,True,premium,33.22,4-pack,Aisle 4–12 — Center Store,2,17,0.221,401612881074,Global Consumer Goods
SKU-USR-048-002,USR-048,Dairy,Organic Greek Yogurt 4-Pack,"Thick strained yogurt, live cultures, no artificial sweeteners.","organic,premium",national,True,premium,86.1,32 oz,Aisle 1 — Cooler Wall,2,16,0.189,617568834710,National Brands Co
SKU-USR-048-003,USR-048,Dairy,Plant-Based Oat Milk,Barista blend oat milk — dairy-free alternative.,"premium,plant_based",national,True,premium,14.73,2 lb,Aisle 1 — Cooler Wall,5,13,0.229,746831810935,Global Consumer Goods
SKU-USR-048-004,USR-048,Health & Beauty,Sensitive Skin Moisturizer,Dermatologist tested — fragrance free daily lotion.,premium,national,True,premium,84.94,10 oz,Aisle 18–22 — HBC,4,17,0.16,825760686872,National Brands Co
SKU-USR-048-005,USR-048,Health & Beauty,Prescription Generic Lisinopril 30ct,Pharmacy generic — high script volume.,value,regional,True,value,2.39,2-liter,Aisle 18–22 — HBC,1,46,0.111,852304894436,Regional Foods LLC
SKU-USR-048-006,USR-048,Fresh Produce,Bananas per lb,Everyday fruit staple — ripen at home.,value,national,True,value,3.87,12 oz,Produce Section — Front Perimeter,2,41,0.128,663890137123,Global Consumer Goods
SKU-USR-048-007,USR-048,Snacks,Protein Trail Mix Grab & Go,"Almonds, cashews, dried cranberries — 10g protein per serving.",premium,national,True,premium,83.43,10 oz,Aisle 14 — Impulse / Endcap,1,19,0.103,347453663713,National Brands Co
SKU-USR-048-008,USR-048,Snacks,Gold Emblem Abound Protein Bar,Private-label snack — checkout lane.,"private_label,premium",private_label,True,premium,16.32,32 oz,Aisle 14 — Impulse / Endcap,4,21,0.361,447433260188,CVS DC
SKU-USR-048-009,USR-048,Snacks,Store Brand Tortilla Chips,Restaurant style chips — great for parties.,"private_label,value",private_label,True,value,7.67,16 oz,Aisle 14 — Impulse / Endcap,5,40,0.168,295091216988,CVS DC
SKU-USR-048-010,USR-048,Health & Beauty,CVS Health Ibuprofen 200mg,Private-label pain relief — front-store anchor.,"private_label,value",private_label,True,value,7.63,16 oz,Aisle 18–22 — HBC,3,40,0.231,542653758510,CVS DC
SKU-USR-048-011,USR-048,Household,Paper Towels 8-Roll Pack,Absorbent sheets — store brand savings.,"private_label,value",private_label,True,value,8.61,1 lb,Aisle 15–17 — Household,4,37,0.169,596699146102,CVS DC
SKU-USR-048-012,USR-048,Grocery,Value White Bread,Soft sandwich bread — family pack at everyday low price.,value,national,True,value,10.46,1 gallon,Aisle 4–12 — Center Store,4,49,0.265,867198164706,National Brands Co
SKU-USR-048-013,USR-048,Household,Concentrated Laundry Detergent,HE compatible — 64 load bottle.,value,national,True,value,11.96,24 ct,Aisle 15–17 — Household,3,47,0.152,466621422460,Regional Foods LLC
SKU-USR-048-014,USR-048,Beverages,Cold Brew Coffee Concentrate,Ready-to-drink cold brew — premium arabica beans.,premium,regional,True,premium,66.39,6-pack,Aisle 2–3 — Cooler & Shelf,4,12,0.101,415694358510,Regional Foods LLC
SKU-USR-048-015,USR-048,Health & Beauty,Organic Lip Balm 3-Pack,Beeswax and coconut oil — USDA organic.,"organic,premium",national,False,premium,88.97,4-pack,Aisle 18–22 — HBC,4,22,0.245,866762823194,Global Consumer Goods
SKU-USR-048-016,USR-048,Fresh Produce,Organic Baby Spinach 5oz,Triple washed organic greens — salad ready.,"organic,premium",national,True,premium,12.59,8 oz,Produce Section — Front Perimeter,3,15,0.217,912504970013,Regional Foods LLC
SKU-USR-048-017,USR-048,Snacks,Classic Potato Chips Family Size,Crispy kettle chips — original sea salt flavor.,value,national,True,value,9.72,12 oz,Aisle 14 — Impulse / Endcap,1,51,0.275,818502921800,Global Consumer Goods
SKU-USR-048-018,USR-048,Dairy,Farm Fresh 2% Milk Gallon,Locally sourced milk — vitamin D fortified.,value,national,True,value,5.57,24 ct,Aisle 1 — Cooler Wall,4,44,0.195,791219465639,National Brands Co
SKU-USR-049-001,USR-049,Beverages,Cold Brew Coffee Concentrate,Ready-to-drink cold brew — premium arabica beans.,premium,national,True,premium,33.27,4-pack,Aisle 2–3 — Cooler & Shelf,4,14,0.259,305153664194,Global Consumer Goods
SKU-USR-049-002,USR-049,Grocery,Gluten-Free Multigrain Loaf,Certified gluten-free bread with seeds and ancient grains.,"gluten_free,premium",national,True,premium,80.56,10 oz,Aisle 4–12 — Center Store,3,16,0.195,515275146684,Regional Foods LLC
SKU-USR-049-003,USR-049,Snacks,Store Brand Tortilla Chips,Restaurant style chips — great for parties.,"private_label,value",private_label,True,value,7.94,16 oz,Aisle 14 — Impulse / Endcap,1,47,0.244,864076590199,Walgreens DC
SKU-USR-049-004,USR-049,Frozen,Premium Ice Cream Pint,Super-premium butterfat — limited edition flavor.,premium,regional,True,premium,82.86,2 lb,Aisle 23–25 — Freezer Bank,3,19,0.256,622571659249,Global Consumer Goods
SKU-USR-049-005,USR-049,Fresh Produce,Local Seasonal Berry Mix,Farm partnership program — peak season berries.,"seasonal,premium",national,True,premium,74.84,2 lb,Produce Section — Front Perimeter,2,25,0.148,513198996071,National Brands Co
SKU-USR-049-006,USR-049,Fresh Produce,Organic Baby Spinach 5oz,Triple washed organic greens — salad ready.,"organic,premium",national,True,premium,54.14,6-pack,Produce Section — Front Perimeter,4,9,0.12,737736880758,Regional Foods LLC
SKU-USR-049-007,USR-049,Snacks,Classic Potato Chips Family Size,Crispy kettle chips — original sea salt flavor.,value,national,True,value,10.31,12 oz,Aisle 14 — Impulse / Endcap,1,40,0.258,682450174218,Global Consumer Goods
SKU-USR-049-008,USR-049,Fresh Produce,Bananas per lb,Everyday fruit staple — ripen at home.,value,regional,False,value,6.82,24 ct,Produce Section — Front Perimeter,2,47,0.257,896944301974,Regional Foods LLC
SKU-USR-049-009,USR-049,Grocery,Value White Bread,Soft sandwich bread — family pack at everyday low price.,value,national,True,value,10.43,16 oz,Aisle 4–12 — Center Store,5,45,0.104,201383989911,Global Consumer Goods
SKU-USR-049-010,USR-049,Household,Concentrated Laundry Detergent,HE compatible — 64 load bottle.,value,national,True,value,10.26,1 lb,Aisle 15–17 — Household,1,42,0.084,622531153666,Global Consumer Goods
SKU-USR-049-011,USR-049,Beverages,Nice! Purified Water 24-Pack,Private-label beverage multipack.,"private_label,value",private_label,True,value,8.21,24 ct,Aisle 2–3 — Cooler & Shelf,5,46,0.297,982774767825,Walgreens DC
SKU-USR-049-012,USR-049,Dairy,Organic Greek Yogurt 4-Pack,"Thick strained yogurt, live cultures, no artificial sweeteners.","organic,premium",national,True,premium,35.58,32 oz,Aisle 1 — Cooler Wall,1,18,0.188,967040495178,National Brands Co
SKU-USR-049-013,USR-049,Health & Beauty,Value Shampoo Family Size,Everyday clean formula — large bottle value pack.,value,regional,True,value,2.03,2-liter,Aisle 18–22 — HBC,3,56,0.178,285254733434,National Brands Co
SKU-USR-049-014,USR-049,Health & Beauty,Organic Lip Balm 3-Pack,Beeswax and coconut oil — USDA organic.,"organic,premium",national,True,premium,40.51,32 oz,Aisle 18–22 — HBC,5,11,0.093,450841251626,Global Consumer Goods
SKU-USR-049-015,USR-049,Household,Photo Print 4x6 50-Pack,Photo service SKU — services attachment.,value,regional,True,value,11.42,12 oz,Aisle 15–17 — Household,2,52,0.247,380085114297,National Brands Co
SKU-USR-049-016,USR-049,Beverages,Sparkling Water 12-Pack,Zero calorie flavored seltzer — variety pack.,premium,national,True,premium,35.41,2 lb,Aisle 2–3 — Cooler & Shelf,1,15,0.166,334465516243,National Brands Co
SKU-USR-049-017,USR-049,Dairy,Plant-Based Oat Milk,Barista blend oat milk — dairy-free alternative.,"premium,plant_based",regional,True,premium,79.67,8 oz,Aisle 1 — Cooler Wall,3,18,0.127,274169315883,National Brands Co
SKU-USR-050-001,USR-050,Beverages,Sparkling Water 12-Pack,Zero calorie flavored seltzer — variety pack.,premium,regional,True,premium,62.32,32 oz,Aisle 2–3 — Cooler & Shelf,5,24,0.226,382460823849,Global Consumer Goods
SKU-USR-050-002,USR-050,Household,Concentrated Laundry Detergent,HE compatible — 64 load bottle.,value,national,True,value,1.82,1 lb,Aisle 15–17 — Household,2,65,0.178,331947863444,Global Consumer Goods
SKU-USR-050-003,USR-050,Health & Beauty,Value Shampoo Family Size,Everyday clean formula — large bottle value pack.,value,regional,True,value,11.04,24 ct,Aisle 18–22 — HBC,5,48,0.215,436255178306,Regional Foods LLC
SKU-USR-050-004,USR-050,Grocery,Organic Whole Grain Bread,Artisan loaf baked daily with organic whole wheat flour.,"organic,premium",national,True,premium,79.19,4-pack,Aisle 4–12 — Center Store,3,24,0.266,783433326277,Global Consumer Goods
SKU-USR-050-005,USR-050,Dairy,Plant-Based Oat Milk,Barista blend oat milk — dairy-free alternative.,"premium,plant_based",national,True,premium,64.43,2 lb,Aisle 1 — Cooler Wall,2,22,0.128,222122874966,Global Consumer Goods
SKU-USR-050-006,USR-050,Household,Ridgid 18V Drill/Driver Kit,Power tools — pro and DIY segment.,premium,regional,True,premium,55.0,8 oz,Aisle 15–17 — Household,5,24,0.115,303426895643,National Brands Co
SKU-USR-050-007,USR-050,Health & Beauty,Sensitive Skin Moisturizer,Dermatologist tested — fragrance free daily lotion.,premium,national,True,premium,34.13,2 lb,Aisle 18–22 — HBC,5,11,0.255,705958956688,Global Consumer Goods
SKU-USR-050-008,USR-050,Snacks,Protein Trail Mix Grab & Go,"Almonds, cashews, dried cranberries — 10g protein per serving.",premium,national,True,premium,38.19,6-pack,Aisle 14 — Impulse / Endcap,5,13,0.094,425565772630,Regional Foods LLC
SKU-USR-050-009,USR-050,Grocery,Gluten-Free Multigrain Loaf,Certified gluten-free bread with seeds and ancient grains.,"gluten_free,premium",regional,False,premium,57.23,4-pack,Aisle 4–12 — Center Store,2,15,0.137,607436829777,Regional Foods LLC
SKU-USR-050-010,USR-050,Dairy,Organic Greek Yogurt 4-Pack,"Thick strained yogurt, live cultures, no artificial sweeteners.","organic,premium",national,True,premium,14.66,32 oz,Aisle 1 — Cooler Wall,1,18,0.263,685353733705,National Brands Co
SKU-USR-050-011,USR-050,Household,Eco-Friendly Surface Cleaner,Plant-based spray — safe for kitchen counters.,"organic,premium",national,True,premium,38.89,2 lb,Aisle 15–17 — Household,2,20,0.203,390179569855,National Brands Co
SKU-USR-050-012,USR-050,Frozen,Family Pizza Night 3-Pack,"Frozen pizzas — cheese, pepperoni, veggie variety.",value,national,True,value,6.98,1 lb,Aisle 23–25 — Freezer Bank,2,48,0.266,573890272000,Global Consumer Goods
SKU-USR-051-001,USR-051,Dairy,Plant-Based Oat Milk,Barista blend oat milk — dairy-free alternative.,"premium,plant_based",national,True,premium,62.16,10 oz,Aisle 1 — Cooler Wall,5,27,0.135,261617777437,National Brands Co
SKU-USR-051-002,USR-051,Beverages,Cola 2-Liter Bottle,Classic cola — promotional multipack available.,value,regional,True,value,10.6,12 oz,Aisle 2–3 — Cooler & Shelf,1,49,0.158,650717552729,Global Consumer Goods
SKU-USR-051-003,USR-051,Frozen,Frozen Vegetable Stir-Fry Blend,"Broccoli, peppers, snap peas — steam in bag.",value,national,True,value,4.93,16 oz,Aisle 23–25 — Freezer Bank,2,35,0.185,715818648415,National Brands Co
SKU-USR-051-004,USR-051,Household,Eco-Friendly Surface Cleaner,Plant-based spray — safe for kitchen counters.,"organic,premium",national,True,premium,9.1,32 oz,Aisle 15–17 — Household,5,19,0.124,229433227361,National Brands Co
SKU-USR-051-005,USR-051,Frozen,Family Pizza Night 3-Pack,"Frozen pizzas — cheese, pepperoni, veggie variety.",value,national,True,value,2.68,1 lb,Aisle 23–25 — Freezer Bank,5,49,0.22,923399483913,Global Consumer Goods
SKU-USR-051-006,USR-051,Health & Beauty,Sensitive Skin Moisturizer,Dermatologist tested — fragrance free daily lotion.,premium,national,True,premium,10.17,8 oz,Aisle 18–22 — HBC,1,14,0.256,144071109763,Global Consumer Goods
SKU-USR-051-007,USR-051,Household,Allen + Roth Vanity Light,Private-label lighting — home décor.,"private_label,premium",private_label,True,premium,89.94,10 oz,Aisle 15–17 — Household,5,20,0.237,648120266510,Lowe's DC
SKU-USR-051-008,USR-051,Beverages,Sparkling Water 12-Pack,Zero calorie flavored seltzer — variety pack.,premium,national,True,premium,42.8,32 oz,Aisle 2–3 — Cooler & Shelf,5,22,0.235,916414872112,Global Consumer Goods
SKU-USR-051-009,USR-051,Snacks,Store Brand Tortilla Chips,Restaurant style chips — great for parties.,"private_label,value",private_label,True,value,3.72,2-liter,Aisle 14 — Impulse / Endcap,2,40,0.181,888252666027,Lowe's DC
SKU-USR-051-010,USR-051,Health & Beauty,Value Shampoo Family Size,Everyday clean formula — large bottle value pack.,value,regional,True,value,7.66,12 oz,Aisle 18–22 — HBC,2,41,0.134,641260145748,Global Consumer Goods
SKU-USR-051-011,USR-051,Snacks,Protein Trail Mix Grab & Go,"Almonds, cashews, dried cranberries — 10g protein per serving.",premium,national,True,premium,30.77,2 lb,Aisle 14 — Impulse / Endcap,5,22,0.14,746718988944,Global Consumer Goods
SKU-USR-051-012,USR-051,Frozen,Premium Ice Cream Pint,Super-premium butterfat — limited edition flavor.,premium,national,True,premium,67.87,10 oz,Aisle 23–25 — Freezer Bank,1,17,0.274,324321985419,Regional Foods LLC
SKU-USR-051-013,USR-051,Dairy,Organic Greek Yogurt 4-Pack,"Thick strained yogurt, live cultures, no artificial sweeteners.","organic,premium",national,True,premium,83.27,10 oz,Aisle 1 — Cooler Wall,3,13,0.169,581167705685,National Brands Co
SKU-USR-051-014,USR-051,Grocery,Gluten-Free Multigrain Loaf,Certified gluten-free bread with seeds and ancient grains.,"gluten_free,premium",national,True,premium,17.87,8 oz,Aisle 4–12 — Center Store,1,11,0.147,199329484808,Global Consumer Goods
SKU-USR-051-015,USR-051,Household,Concentrated Laundry Detergent,HE compatible — 64 load bottle.,value,national,True,value,12.81,1 lb,Aisle 15–17 — Household,5,52,0.092,351120184650,Regional Foods LLC
SKU-USR-051-016,USR-051,Grocery,Value White Bread,Soft sandwich bread — family pack at everyday low price.,value,national,True,value,12.04,16 oz,Aisle 4–12 — Center Store,4,48,0.155,528774153625,Regional Foods LLC
SKU-USR-052-001,USR-052,Beverages,Sparkling Water 12-Pack,Zero calorie flavored seltzer — variety pack.,premium,national,True,premium,10.65,8 oz,Aisle 2–3 — Cooler & Shelf,5,22,0.187,684298402046,National Brands Co
SKU-USR-052-002,USR-052,Health & Beauty,Sensitive Skin Moisturizer,Dermatologist tested — fragrance free daily lotion.,premium,national,True,premium,59.88,6-pack,Aisle 18–22 — HBC,1,25,0.139,115561959873,Global Consumer Goods
SKU-USR-052-003,USR-052,Snacks,Classic Potato Chips Family Size,Crispy kettle chips — original sea salt flavor.,value,regional,True,value,5.15,16 oz,Aisle 14 — Impulse / Endcap,3,46,0.274,402574836046,Global Consumer Goods
SKU-USR-052-004,USR-052,Frozen,Frozen Vegetable Stir-Fry Blend,"Broccoli, peppers, snap peas — steam in bag.",value,national,True,value,12.77,1 lb,Aisle 23–25 — Freezer Bank,1,49,0.183,731636979287,Global Consumer Goods
SKU-USR-052-005,USR-052,Dairy,Plant-Based Oat Milk,Barista blend oat milk — dairy-free alternative.,"premium,plant_based",regional,True,premium,66.88,8 oz,Aisle 1 — Cooler Wall,5,21,0.231,896441128303,Global Consumer Goods
SKU-USR-052-006,USR-052,Fresh Produce,Organic Baby Spinach 5oz,Triple washed organic greens — salad ready.,"organic,premium",regional,True,premium,68.91,10 oz,Produce Section — Front Perimeter,1,12,0.236,489876117536,Regional Foods LLC
SKU-USR-052-007,USR-052,Grocery,Value White Bread,Soft sandwich bread — family pack at everyday low price.,value,national,True,value,10.54,1 gallon,Aisle 4–12 — Center Store,3,45,0.278,243721399035,Regional Foods LLC
SKU-USR-052-008,USR-052,Dairy,Farm Fresh 2% Milk Gallon,Locally sourced milk — vitamin D fortified.,value,national,True,value,6.47,12 oz,Aisle 1 — Cooler Wall,2,49,0.156,808747324810,National Brands Co
SKU-USR-052-009,USR-052,Health & Beauty,Value Shampoo Family Size,Everyday clean formula — large bottle value pack.,value,national,True,value,9.95,12 oz,Aisle 18–22 — HBC,2,53,0.16,472091825716,Global Consumer Goods
SKU-USR-052-010,USR-052,Snacks,Protein Trail Mix Grab & Go,"Almonds, cashews, dried cranberries — 10g protein per serving.",premium,national,True,premium,63.51,10 oz,Aisle 14 — Impulse / Endcap,2,24,0.261,417350882527,Regional Foods LLC
SKU-USR-052-011,USR-052,Beverages,Cola 2-Liter Bottle,Classic cola — promotional multipack available.,value,national,True,value,5.05,1 lb,Aisle 2–3 — Cooler & Shelf,1,48,0.181,261736682411,Global Consumer Goods
SKU-USR-052-012,USR-052,Beverages,Cold Brew Coffee Concentrate,Ready-to-drink cold brew — premium arabica beans.,premium,national,True,premium,82.94,6-pack,Aisle 2–3 — Cooler & Shelf,1,16,0.195,587787274155,National Brands Co
SKU-USR-052-013,USR-052,Health & Beauty,Organic Lip Balm 3-Pack,Beeswax and coconut oil — USDA organic.,"organic,premium",national,False,premium,43.42,32 oz,Aisle 18–22 — HBC,2,23,0.162,578475604412,National Brands Co
SKU-USR-052-014,USR-052,Household,Paper Towels 8-Roll Pack,Absorbent sheets — store brand savings.,"private_label,value",private_label,True,value,8.84,24 ct,Aisle 15–17 — Household,4,40,0.319,390589467449,Best Buy DC
SKU-USR-052-015,USR-052,Frozen,Family Pizza Night 3-Pack,"Frozen pizzas — cheese, pepperoni, veggie variety.",value,national,True,value,10.55,24 ct,Aisle 23–25 — Freezer Bank,4,51,0.26,947864686465,Global Consumer Goods
SKU-USR-052-016,USR-052,Household,Concentrated Laundry Detergent,HE compatible — 64 load bottle.,value,national,True,value,12.85,2-liter,Aisle 15–17 — Household,4,41,0.106,945702477872,National Brands Co
SKU-USR-052-017,USR-052,Frozen,Premium Ice Cream Pint,Super-premium butterfat — limited edition flavor.,premium,national,True,premium,34.83,6-pack,Aisle 23–25 — Freezer Bank,3,17,0.271,642192501852,Regional Foods LLC
SKU-USR-053-001,USR-053,Dairy,Organic Greek Yogurt 4-Pack,"Thick strained yogurt, live cultures, no artificial sweeteners.","organic,premium",national,True,premium,89.59,2 lb,Aisle 1 — Cooler Wall,3,16,0.198,137038253502,Global Consumer Goods
SKU-USR-053-002,USR-053,Dairy,Farm Fresh 2% Milk Gallon,Locally sourced milk — vitamin D fortified.,value,national,True,value,10.02,1 lb,Aisle 1 — Cooler Wall,4,39,0.214,806624899405,National Brands Co
SKU-USR-053-003,USR-053,Grocery,Value White Bread,Soft sandwich bread — family pack at everyday low price.,value,national,False,value,12.82,1 lb,Aisle 4–12 — Center Store,3,58,0.086,812951908195,Global Consumer Goods
SKU-USR-053-004,USR-053,Health & Beauty,Sensitive Skin Moisturizer,Dermatologist tested — fragrance free daily lotion.,premium,national,True,premium,32.37,8 oz,Aisle 18–22 — HBC,2,19,0.223,558324218753,Global Consumer Goods
SKU-USR-053-005,USR-053,Snacks,Classic Potato Chips Family Size,Crispy kettle chips — original sea salt flavor.,value,national,True,value,4.42,1 gallon,Aisle 14 — Impulse / Endcap,5,48,0.268,734761446390,Regional Foods LLC
SKU-USR-053-006,USR-053,Dairy,Plant-Based Oat Milk,Barista blend oat milk — dairy-free alternative.,"premium,plant_based",national,True,premium,10.53,32 oz,Aisle 1 — Cooler Wall,4,18,0.198,640349530947,Regional Foods LLC
SKU-USR-053-007,USR-053,Snacks,Protein Trail Mix Grab & Go,"Almonds, cashews, dried cranberries — 10g protein per serving.",premium,national,True,premium,48.36,2 lb,Aisle 14 — Impulse / Endcap,1,19,0.233,264568976198,Regional Foods LLC
SKU-USR-053-008,USR-053,Beverages,Cold Brew Coffee Concentrate,Ready-to-drink cold brew — premium arabica beans.,premium,national,True,premium,73.4,8 oz,Aisle 2–3 — Cooler & Shelf,3,24,0.28,669173653508,Global Consumer Goods
SKU-USR-053-009,USR-053,Frozen,Premium Ice Cream Pint,Super-premium butterfat — limited edition flavor.,premium,national,True,premium,39.3,4-pack,Aisle 23–25 — Freezer Bank,1,26,0.112,760909809785,Regional Foods LLC
SKU-USR-053-010,USR-053,Grocery,Clover Valley Cereal 12oz,Private-label breakfast — penny-profit driver.,"private_label,value",private_label,True,value,9.81,24 ct,Aisle 4–12 — Center Store,1,46,0.33,999763897270,Dollar General DC
SKU-USR-053-011,USR-053,Frozen,Family Pizza Night 3-Pack,"Frozen pizzas — cheese, pepperoni, veggie variety.",value,national,True,value,3.79,1 gallon,Aisle 23–25 — Freezer Bank,4,54,0.195,656173928833,National Brands Co
SKU-USR-053-012,USR-053,Grocery,Gluten-Free Multigrain Loaf,Certified gluten-free bread with seeds and ancient grains.,"gluten_free,premium",regional,True,premium,82.79,2 lb,Aisle 4–12 — Center Store,1,10,0.204,740980177362,National Brands Co
SKU-USR-053-013,USR-053,Household,Eco-Friendly Surface Cleaner,Plant-based spray — safe for kitchen counters.,"organic,premium",national,True,premium,54.25,10 oz,Aisle 15–17 — Household,2,14,0.11,864123670291,Regional Foods LLC
SKU-USR-053-014,USR-053,Snacks,Store Brand Tortilla Chips,Restaurant style chips — great for parties.,"private_label,value",private_label,True,value,12.19,24 ct,Aisle 14 — Impulse / Endcap,5,31,0.412,318843672818,Dollar General DC
SKU-USR-053-015,USR-053,Household,Concentrated Laundry Detergent,HE compatible — 64 load bottle.,value,national,True,value,5.33,12 oz,Aisle 15–17 — Household,2,42,0.201,521050597944,Regional Foods LLC
SKU-USR-053-016,USR-053,Beverages,Cola 2-Liter Bottle,Classic cola — promotional multipack available.,value,regional,True,value,8.62,1 lb,Aisle 2–3 — Cooler & Shelf,5,44,0.231,978885865818,Regional Foods LLC
SKU-USR-054-001,USR-054,Beverages,Cold Brew Coffee Concentrate,Ready-to-drink cold brew — premium arabica beans.,premium,national,True,premium,79.41,2 lb,Aisle 2–3 — Cooler & Shelf,6,17,0.228,283539297603,Global Consumer Goods
SKU-USR-054-002,USR-054,Dairy,Plant-Based Oat Milk,Barista blend oat milk — dairy-free alternative.,"premium,plant_based",national,True,premium,60.86,6-pack,Aisle 1 — Cooler Wall,4,9,0.103,263045491766,Regional Foods LLC
SKU-USR-054-003,USR-054,Beverages,Member's Mark Purified Water 40-Pack,Bulk hydration — high basket attach rate.,"private_label,value",private_label,True,value,9.15,2-liter,Aisle 2–3 — Cooler & Shelf,6,38,0.244,179611238184,Sam's Club DC
SKU-USR-054-004,USR-054,Household,Concentrated Laundry Detergent,HE compatible — 64 load bottle.,value,national,True,value,11.99,2-liter,Aisle 15–17 — Household,5,44,0.106,429283464782,Regional Foods LLC
